t,x,y,r,θr
4.739,19.61,-1.847,19.70,-5.380
4.772,19.54,-2.388,19.69,-6.967
4.806,19.48,-2.847,19.69,-8.315
4.839,19.43,-3.170,19.69,-9.265
4.872,19.40,-3.341,19.69,-9.769
4.906,19.40,-3.349,19.69,-9.794
4.939,19.43,-3.199,19.69,-9.351
4.972,19.47,-2.921,19.69,-8.533
5.006,19.54,-2.501,19.70,-7.293
5.039,19.60,-1.975,19.70,-5.756
5.073,19.65,-1.370,19.70,-3.988
5.106,19.69,-0.707,19.70,-2.058
5.139,19.70,-4.615E-2,19.70,-0.134
5.173,19.69,0.579,19.70,1.683
5.206,19.66,1.147,19.70,3.338
5.239,19.61,1.619,19.68,4.719
5.273,19.58,1.976,19.68,5.763
5.306,19.55,2.184,19.67,6.373
5.340,19.54,2.256,19.67,6.586
5.373,19.55,2.168,19.67,6.328
5.406,19.58,1.946,19.68,5.678
5.440,19.62,1.591,19.69,4.635
5.473,19.65,1.118,19.69,3.255
5.506,19.69,0.544,19.70,1.584
5.540,19.70,-8.789E-2,19.70,-0.256
5.573,19.69,-0.737,19.71,-2.144
5.607,19.66,-1.376,19.71,-4.001
5.640,19.61,-1.958,19.71,-5.699
5.673,19.55,-2.454,19.71,-7.152
5.707,19.49,-2.848,19.70,-8.314
5.740,19.44,-3.114,19.69,-9.099
5.773,19.43,-3.228,19.70,-9.431
5.807,19.43,-3.195,19.69,-9.337
5.840,19.45,-3.029,19.69,-8.849
5.873,19.51,-2.712,19.69,-7.916
5.907,19.56,-2.283,19.69,-6.658
5.940,19.61,-1.759,19.69,-5.127
5.974,19.65,-1.173,19.69,-3.416
6.007,19.67,-0.548,19.68,-1.596
6.040,19.67,5.902E-2,19.67,0.172
6.074,19.65,0.644,19.66,1.878
6.107,19.63,1.159,19.66,3.379
6.140,19.59,1.567,19.65,4.572
6.174,19.57,1.863,19.65,5.439
