t,x,y,r,θr
7.108,18.72,-5.939,19.64,-17.60
7.142,17.80,-8.327,19.65,-25.07
7.175,16.76,-10.31,19.68,-31.60
7.208,15.85,-11.65,19.67,-36.30
7.242,15.28,-12.38,19.66,-39.02
7.275,15.12,-12.58,19.67,-39.76
7.308,15.40,-12.25,19.68,-38.50
7.342,16.04,-11.39,19.67,-35.38
7.375,16.94,-9.970,19.66,-30.48
7.409,17.94,-7.953,19.62,-23.91
7.442,18.83,-5.470,19.61,-16.20
7.475,19.43,-2.655,19.61,-7.781
7.509,19.59,0.303,19.59,0.887
7.542,19.32,3.237,19.59,9.512
7.575,18.66,5.948,19.59,17.68
7.609,17.79,8.239,19.60,24.86
7.642,16.81,10.07,19.60,30.93
7.676,15.99,11.38,19.62,35.44
7.709,15.46,12.08,19.62,38.00
7.742,15.37,12.22,19.64,38.49
7.776,15.71,11.80,19.65,36.91
7.809,16.40,10.80,19.64,33.38
7.842,17.31,9.285,19.64,28.21
7.876,18.28,7.165,19.63,21.40
7.909,19.11,4.500,19.63,13.25
7.943,19.59,1.652,19.66,4.822
7.976,19.59,-1.294,19.63,-3.780
8.009,19.15,-4.184,19.60,-12.33
8.043,18.40,-6.769,19.60,-20.20
8.076,17.46,-8.911,19.60,-27.04
8.109,16.52,-10.67,19.67,-32.85
8.143,15.79,-11.72,19.66,-36.58
8.176,15.41,-12.21,19.66,-38.39
8.209,15.43,-12.18,19.66,-38.29
8.243,15.86,-11.61,19.66,-36.20
8.276,16.61,-10.53,19.66,-32.37
8.310,17.52,-8.881,19.64,-26.88
8.343,18.43,-6.675,19.60,-19.91
8.376,19.14,-4.094,19.57,-12.07
8.410,19.54,-1.240,19.58,-3.631
8.443,19.53,1.624,19.60,4.754
8.476,19.11,4.326,19.59,12.75
8.510,18.37,6.847,19.61,20.44
8.543,17.48,8.932,19.63,27.07
8.577,16.62,10.46,19.64,32.17
8.610,15.98,11.42,19.64,35.54
8.643,15.68,11.83,19.64,37.04
8.677,15.76,11.70,19.63,36.59
8.710,16.26,11.03,19.65,34.16
8.743,17.02,9.807,19.65,29.95
8.777,17.93,8.026,19.64,24.12
8.810,18.78,5.725,19.63,16.96
8.844,19.38,3.063,19.63,8.980
8.877,19.61,0.218,19.61,0.637
8.910,19.40,-2.616,19.57,-7.681
8.944,18.85,-5.225,19.56,-15.50
8.977,18.02,-7.472,19.51,-22.52
9.010,17.10,-9.301,19.46,-28.55
9.044,16.29,-10.60,19.44,-33.07
9.077,15.74,-11.35,19.40,-35.78
9.111,15.55,-11.58,19.39,-36.67
9.144,15.78,-11.28,19.40,-35.55
9.177,16.36,-10.46,19.42,-32.58
9.211,17.18,-9.085,19.43,-27.87
9.244,18.07,-7.241,19.47,-21.83
9.277,18.86,-4.920,19.49,-14.62
9.311,19.38,-2.340,19.52,-6.883
9.344,19.58,0.283,19.58,0.827
9.377,19.38,3.040,19.61,8.917
9.411,18.83,5.545,19.63,16.41
9.444,18.05,7.770,19.65,23.29
9.478,17.23,9.461,19.66,28.77
9.511,16.53,10.64,19.65,32.77
9.544,16.09,11.33,19.68,35.16
9.578,15.98,11.47,19.67,35.66
9.611,16.27,11.09,19.69,34.27
9.644,16.86,10.11,19.66,30.95
9.678,17.68,8.637,19.68,26.04
9.711,18.51,6.697,19.69,19.89
9.745,19.20,4.279,19.67,12.56
9.778,19.59,1.566,19.66,4.569
9.811,19.58,-1.205,19.62,-3.522
9.845,19.18,-3.830,19.56,-11.29
9.878,18.50,-6.219,19.51,-18.58
9.911,17.64,-8.210,19.46,-24.95
9.945,16.81,-9.744,19.43,-30.10
9.978,16.16,-10.71,19.39,-33.53
10.012,15.83,-11.21,19.40,-35.31
10.045,15.86,-11.13,19.37,-35.06
10.078,16.26,-10.52,19.37,-32.90
10.112,16.94,-9.433,19.39,-29.11
10.145,17.78,-7.847,19.44,-23.81
10.178,18.59,-5.777,19.47,-17.26
10.212,19.20,-3.303,19.48,-9.764
10.245,19.53,-0.708,19.54,-2.078
10.279,19.53,1.818,19.61,5.317
10.312,19.14,4.454,19.66,13.10
10.345,18.49,6.662,19.65,19.81
10.379,17.73,8.506,19.66,25.63
10.412,17.01,9.932,19.70,30.28
10.445,16.48,10.78,19.69,33.18
10.479,16.25,11.12,19.69,34.38
10.512,16.36,10.95,19.69,33.79
10.546,16.82,10.24,19.69,31.33
10.579,17.50,9.021,19.69,27.27
10.612,18.31,7.260,19.69,21.63
10.646,19.01,5.131,19.69,15.10
10.679,19.49,2.696,19.68,7.876
10.712,19.65,-3.177E-2,19.65,-9.267E-2
10.746,19.41,-2.671,19.59,-7.837
10.779,18.86,-5.063,19.53,-15.03
10.812,18.10,-7.193,19.47,-21.68
10.846,17.28,-8.892,19.44,-27.22
10.879,16.59,-10.08,19.41,-31.28
10.913,16.14,-10.74,19.38,-33.65
10.946,16.03,-10.88,19.37,-34.16
10.979,16.26,-10.49,19.35,-32.84
11.013,16.82,-9.626,19.38,-29.78
11.046,17.56,-8.253,19.40,-25.17
11.079,18.36,-6.414,19.44,-19.26
11.113,19.03,-4.141,19.48,-12.28
11.146,19.45,-1.698,19.53,-4.989
11.180,19.59,0.855,19.60,2.500
11.213,19.37,3.364,19.66,9.851
11.246,18.85,5.673,19.69,16.75
11.280,18.15,7.635,19.69,22.81
11.313,17.45,9.149,19.70,27.67
11.346,16.88,10.18,19.71,31.08
11.380,16.55,10.71,19.71,32.90
11.413,16.54,10.72,19.71,32.96
11.447,16.85,10.26,19.72,31.35
11.480,17.41,9.274,19.73,28.04
11.513,18.10,7.813,19.71,23.35
11.547,18.83,5.798,19.70,17.12
11.580,19.37,3.560,19.69,10.41
11.613,19.64,0.941,19.66,2.745
11.647,19.54,-1.587,19.61,-4.642
11.680,19.11,-4.040,19.54,-11.94
11.714,18.45,-6.217,19.47,-18.62
11.747,17.69,-8.048,19.43,-24.47
11.780,16.96,-9.350,19.37,-28.87
11.814,16.44,-10.18,19.34,-31.78
11.847,16.21,-10.52,19.33,-33.00
11.880,16.32,-10.34,19.32,-32.36
11.914,16.75,-9.686,19.35,-30.04
11.947,17.40,-8.487,19.36,-26.00
11.981,18.15,-6.843,19.40,-20.65
12.014,18.83,-4.798,19.43,-14.29
12.047,19.32,-2.425,19.47,-7.155
12.081,19.54,6.531E-2,19.54,0.192
12.114,19.47,2.416,19.62,7.074
12.147,19.07,4.763,19.66,14.02
12.181,18.49,6.750,19.68,20.06
12.214,17.82,8.426,19.71,25.31
12.247,17.23,9.559,19.70,29.03
12.281,16.83,10.23,19.70,31.30
12.314,16.71,10.42,19.70,31.93
12.348,16.91,10.13,19.71,30.93
12.381,17.36,9.351,19.72,28.30
12.414,17.99,8.065,19.71,24.15
12.448,18.67,6.281,19.70,18.59
12.481,19.24,4.124,19.68,12.10
12.514,19.58,1.738,19.66,5.072
12.548,19.59,-0.694,19.60,-2.030
12.581,19.26,-3.070,19.51,-9.055
12.615,18.71,-5.348,19.46,-15.95
12.648,18.00,-7.223,19.39,-21.87
12.681,17.30,-8.680,19.36,-26.64
12.715,16.72,-9.651,19.30,-30.00
12.748,16.42,-10.15,19.30,-31.72
12.781,16.43,-10.12,19.30,-31.62
12.815,16.75,-9.614,19.31,-29.85
12.848,17.31,-8.568,19.31,-26.34
12.882,17.98,-7.108,19.34,-21.57
12.915,18.67,-5.242,19.39,-15.69
12.948,19.19,-3.024,19.43,-8.957
12.982,19.49,-0.614,19.50,-1.803
13.015,19.49,1.796,19.57,5.265
13.048,19.20,4.080,19.63,12.00
13.082,18.72,6.032,19.66,17.86
13.115,18.10,7.755,19.69,23.20
13.149,17.53,9.002,19.71,27.18
13.182,17.12,9.756,19.70,29.68
13.215,16.93,10.06,19.69,30.71
13.249,17.02,9.914,19.70,30.21
13.282,17.37,9.273,19.69,28.09
13.315,17.94,8.210,19.73,24.60
13.349,18.56,6.640,19.72,19.68
13.382,19.13,4.657,19.69,13.68
13.415,19.48,2.510,19.64,7.343
13.449,19.59,0.108,19.59,0.315
13.482,19.37,-2.275,19.50,-6.700
13.516,18.90,-4.521,19.43,-13.45
13.549,18.26,-6.461,19.37,-19.48
13.582,17.59,-7.995,19.32,-24.44
13.616,17.01,-9.093,19.28,-28.13
13.649,16.64,-9.733,19.28,-30.32
13.682,16.55,-9.817,19.25,-30.67
13.716,16.79,-9.430,19.25,-29.32
13.749,17.26,-8.603,19.28,-26.49
13.783,17.88,-7.258,19.30,-22.09
13.816,18.54,-5.546,19.35,-16.66
13.849,19.09,-3.465,19.40,-10.29
13.883,19.42,-1.178,19.46,-3.470
13.916,19.51,1.130,19.55,3.315
13.949,19.35,3.333,19.64,9.771
13.983,18.92,5.434,19.69,16.02
14.016,18.37,7.118,19.70,21.18
14.050,17.83,8.441,19.73,25.33
14.083,17.39,9.274,19.71,28.07
14.116,17.16,9.681,19.70,29.43
14.150,17.18,9.654,19.71,29.33
14.183,17.46,9.173,19.73,27.71
14.216,17.92,8.230,19.72,24.66
14.250,18.50,6.842,19.72,20.30
14.283,19.02,5.105,19.69,15.02
14.317,19.42,3.031,19.65,8.871
14.350,19.58,0.726,19.59,2.122
14.383,19.46,-1.617,19.53,-4.749
14.417,19.07,-3.833,19.45,-11.36
14.450,18.50,-5.815,19.39,-17.45
14.483,17.86,-7.421,19.34,-22.57
14.517,17.28,-8.598,19.30,-26.45
14.550,16.88,-9.291,19.27,-28.82
14.584,16.73,-9.499,19.24,-29.58
14.617,16.89,-9.252,19.25,-28.72
14.650,17.27,-8.544,19.27,-26.33
14.684,17.84,-7.363,19.30,-22.42
14.717,18.47,-5.786,19.35,-17.40
14.750,19.02,-3.827,19.40,-11.38
14.784,19.41,-1.678,19.48,-4.943
14.817,19.55,0.600,19.56,1.758
14.850,19.43,2.782,19.63,8.146
14.884,19.08,4.801,19.68,14.12
14.917,18.59,6.509,19.70,19.29
14.951,18.07,7.871,19.71,23.53
14.984,17.64,8.822,19.73,26.57
15.017,17.36,9.327,19.71,28.25
15.051,17.33,9.392,19.71,28.46
15.084,17.55,9.003,19.72,27.16
15.117,17.96,8.172,19.73,24.47
15.151,18.49,6.912,19.74,20.49
15.184,19.02,5.250,19.73,15.43
15.218,19.42,3.289,19.70,9.613
15.251,19.60,1.159,19.64,3.384
15.284,19.53,-1.107,19.56,-3.246
15.318,19.20,-3.271,19.48,-9.666
15.351,18.68,-5.237,19.40,-15.66
15.384,18.08,-6.880,19.34,-20.83
15.418,17.51,-8.093,19.29,-24.80
15.451,17.10,-8.874,19.27,-27.42
15.485,16.92,-9.186,19.25,-28.50
15.518,17.00,-9.016,19.24,-27.94
15.551,17.34,-8.405,19.27,-25.86
15.585,17.84,-7.342,19.29,-22.37
15.618,18.43,-5.881,19.34,-17.70
15.651,18.97,-4.053,19.39,-12.06
15.685,19.37,-1.994,19.47,-5.879
15.718,19.55,0.174,19.55,0.510
15.752,19.49,2.311,19.63,6.763
15.785,19.20,4.300,19.67,12.62
15.818,18.78,6.001,19.72,17.72
15.852,18.30,7.374,19.73,21.94
15.885,17.88,8.368,19.74,25.08
15.918,17.60,8.928,19.73,26.90
15.952,17.52,9.062,19.73,27.34
15.985,17.67,8.757,19.72,26.36
16.019,18.02,8.041,19.73,24.05
16.052,18.49,6.907,19.74,20.48
16.085,19.00,5.360,19.74,15.76
16.119,19.37,3.570,19.70,10.44
16.152,19.59,1.488,19.64,4.345
16.185,19.57,-0.699,19.58,-2.045
16.219,19.30,-2.797,19.50,-8.247
16.252,18.83,-4.746,19.42,-14.15
16.285,18.27,-6.365,19.35,-19.21
16.319,17.73,-7.619,19.29,-23.26
16.352,17.30,-8.429,19.24,-25.98
16.386,17.08,-8.801,19.21,-27.26
16.419,17.11,-8.736,19.21,-27.04
16.452,17.39,-8.214,19.23,-25.28
16.486,17.85,-7.267,19.27,-22.16
16.519,18.38,-5.895,19.30,-17.78
16.552,18.91,-4.191,19.37,-12.49
16.586,19.31,-2.249,19.44,-6.642
16.619,19.53,-0.180,19.53,-0.528
16.653,19.52,1.879,19.61,5.499
16.686,19.30,3.831,19.68,11.22
16.719,18.91,5.561,19.71,16.39
16.753,18.46,6.963,19.73,20.66
16.786,18.06,7.965,19.73,23.80
16.819,17.76,8.572,19.72,25.76
16.853,17.66,8.764,19.72,26.39
16.886,17.78,8.538,19.72,25.66
16.920,18.07,7.894,19.72,23.60
16.953,18.50,6.851,19.73,20.32
16.986,18.97,5.430,19.73,15.97
17.020,19.36,3.656,19.70,10.69
17.053,19.58,1.687,19.65,4.925
17.086,19.58,-0.372,19.58,-1.089
17.120,19.36,-2.406,19.50,-7.087
17.153,18.94,-4.315,19.42,-12.84
17.187,18.42,-5.947,19.36,-17.89
17.220,17.90,-7.210,19.29,-21.94
17.253,17.48,-8.056,19.25,-24.75
17.287,17.23,-8.489,19.21,-26.23
17.320,17.23,-8.466,19.20,-26.16
17.353,17.46,-8.010,19.21,-24.64
17.387,17.88,-7.127,19.25,-21.74
17.420,18.37,-5.877,19.29,-17.74
17.453,18.88,-4.281,19.36,-12.78
17.487,19.28,-2.432,19.44,-7.189
17.520,19.53,-0.432,19.53,-1.268
17.554,19.55,1.580,19.61,4.619
17.587,19.36,3.453,19.66,10.11
17.620,19.03,5.149,19.71,15.14
17.654,18.62,6.522,19.73,19.30
17.687,18.24,7.544,19.73,22.47
17.720,17.94,8.179,19.72,24.50
17.754,17.83,8.412,19.71,25.26
17.787,17.91,8.239,19.71,24.70
17.821,18.18,7.660,19.73,22.85
17.854,18.56,6.702,19.73,19.85
17.887,18.99,5.386,19.73,15.84
17.921,19.35,3.713,19.70,10.86
17.954,19.57,1.817,19.65,5.304
17.987,19.59,-0.133,19.59,-0.388
18.021,19.39,-2.125,19.51,-6.253
18.054,19.02,-3.972,19.43,-11.80
18.088,18.54,-5.584,19.36,-16.76
18.121,18.05,-6.830,19.30,-20.73
18.154,17.63,-7.715,19.25,-23.63
18.188,17.39,-8.170,19.21,-25.16
18.221,17.36,-8.202,19.20,-25.28
18.254,17.56,-7.801,19.21,-23.96
18.288,17.93,-6.976,19.24,-21.26
18.321,18.39,-5.788,19.28,-17.47
18.355,18.88,-4.280,19.36,-12.77
18.388,19.26,-2.499,19.42,-7.394
18.421,19.49,-0.578,19.50,-1.697
18.455,19.54,1.365,19.58,3.996
18.488,19.38,3.215,19.64,9.420
18.521,19.09,4.853,19.69,14.27
18.555,18.72,6.186,19.72,18.29
18.588,18.35,7.197,19.71,21.41
18.622,18.10,7.846,19.73,23.43
18.655,17.97,8.106,19.72,24.28
18.688,18.04,7.974,19.72,23.85
18.722,18.26,7.446,19.72,22.18
18.755,18.63,6.539,19.74,19.34
18.788,19.01,5.274,19.73,15.51
18.822,19.36,3.714,19.72,10.86
18.855,19.58,1.905,19.67,5.557
18.888,19.60,3.615E-2,19.60,0.106
18.922,19.42,-1.869,19.51,-5.495
18.955,19.09,-3.667,19.44,-10.88
18.989,18.63,-5.239,19.36,-15.70
19.022,18.17,-6.485,19.29,-19.64
19.055,17.78,-7.397,19.25,-22.59
19.089,17.56,-7.867,19.24,-24.13
19.122,17.52,-7.933,19.23,-24.36
19.155,17.69,-7.582,19.25,-23.20
19.189,18.03,-6.829,19.28,-20.75
19.222,18.45,-5.698,19.31,-17.16
19.256,18.90,-4.247,19.37,-12.67
19.289,19.26,-2.557,19.43,-7.563
19.322,19.49,-0.695,19.50,-2.043
19.356,19.55,1.170,19.59,3.425
19.389,19.42,2.934,19.64,8.592
19.422,19.17,4.515,19.70,13.25
19.456,18.84,5.839,19.72,17.22
19.489,18.49,6.844,19.72,20.31
19.523,18.24,7.483,19.71,22.31
19.556,18.12,7.769,19.72,23.21
19.589,18.16,7.667,19.72,22.88
19.623,18.37,7.181,19.72,21.35
19.656,18.69,6.342,19.74,18.74
19.689,19.05,5.126,19.73,15.06
19.723,19.36,3.660,19.70,10.71
19.756,19.58,1.925,19.67,5.614
19.790,19.60,0.144,19.60,0.421
19.823,19.45,-1.740,19.53,-5.111
19.856,19.14,-3.455,19.45,-10.23
19.890,18.72,-4.966,19.37,-14.86
19.923,18.28,-6.177,19.30,-18.67
19.956,17.92,-7.067,19.26,-21.53
19.990,17.68,-7.563,19.23,-23.16
20.023,17.63,-7.623,19.21,-23.38
20.057,17.77,-7.267,19.20,-22.24
20.090,18.08,-6.567,19.24,-19.96
20.123,18.47,-5.502,19.27,-16.59
20.157,18.90,-4.111,19.34,-12.27
20.190,19.26,-2.476,19.42,-7.325
20.223,19.48,-0.710,19.50,-2.087
20.257,19.55,1.088,19.58,3.185
20.290,19.43,2.804,19.64,8.210
20.323,19.19,4.354,19.68,12.78
20.357,18.89,5.642,19.72,16.63
20.390,18.57,6.623,19.72,19.63
20.424,18.33,7.262,19.72,21.61
20.457,18.20,7.533,19.70,22.48
20.490,18.25,7.450,19.71,22.21
20.524,18.44,6.985,19.72,20.74
20.557,18.74,6.172,19.73,18.23
20.590,19.08,5.030,19.73,14.77
20.624,19.36,3.611,19.69,10.57
20.657,19.54,1.989,19.64,5.811
20.691,19.58,0.231,19.59,0.677
20.724,19.45,-1.553,19.51,-4.566
20.757,19.16,-3.211,19.43,-9.513
20.791,18.77,-4.702,19.35,-14.06
20.824,18.36,-5.900,19.28,-17.82
20.857,18.01,-6.746,19.23,-20.54
20.891,17.79,-7.223,19.20,-22.10
20.924,17.76,-7.293,19.20,-22.33
20.958,17.88,-6.976,19.20,-21.31
20.991,18.16,-6.292,19.22,-19.11
21.024,18.52,-5.250,19.25,-15.82
21.058,18.91,-3.929,19.32,-11.74
21.091,19.25,-2.380,19.40,-7.047
21.124,19.47,-0.684,19.48,-2.013
21.158,19.54,1.029,19.57,3.014
21.191,19.46,2.665,19.64,7.799
21.225,19.25,4.159,19.69,12.19
21.258,18.95,5.401,19.71,15.91
21.291,18.68,6.353,19.73,18.79
21.325,18.44,6.959,19.71,20.67
21.358,18.34,7.229,19.71,21.52
21.391,18.37,7.143,19.71,21.25
21.425,18.55,6.705,19.72,19.88
21.458,18.81,5.924,19.72,17.48
21.491,19.12,4.832,19.72,14.18
21.525,19.39,3.460,19.70,10.12
21.558,19.56,1.905,19.65,5.561
21.592,19.58,0.213,19.58,0.622
21.625,19.45,-1.492,19.51,-4.386
21.658,19.18,-3.097,19.43,-9.173
21.692,18.82,-4.515,19.35,-13.49
21.725,18.43,-5.650,19.28,-17.04
21.758,18.10,-6.461,19.22,-19.64
21.792,17.89,-6.930,19.19,-21.17
21.825,17.85,-6.999,19.17,-21.42
21.859,17.98,-6.691,19.19,-20.41
21.892,18.25,-6.039,19.22,-18.31
21.925,18.61,-5.044,19.28,-15.17
21.959,18.97,-3.764,19.34,-11.22
21.992,19.30,-2.278,19.43,-6.731
22.025,19.49,-0.648,19.50,-1.905
22.059,19.56,1.006,19.59,2.945
22.092,19.47,2.573,19.64,7.526
22.126,19.27,4.017,19.68,11.78
22.159,19.02,5.194,19.71,15.28
22.192,18.75,6.103,19.72,18.03
