t,x,y,r,θr
6.574,19.65,-0.392,19.66,-1.144
6.607,19.61,1.105,19.64,3.225
6.641,19.47,2.492,19.63,7.294
6.674,19.26,3.768,19.62,11.07
6.708,19.01,4.828,19.62,14.25
6.741,18.79,5.623,19.61,16.66
6.774,18.63,6.125,19.61,18.20
6.808,18.56,6.292,19.60,18.72
6.841,18.62,6.133,19.61,18.23
6.874,18.78,5.653,19.61,16.75
6.908,19.01,4.876,19.62,14.39
6.941,19.26,3.841,19.64,11.28
6.975,19.47,2.585,19.64,7.560
7.008,19.62,1.187,19.65,3.463
7.041,19.65,-0.282,19.66,-0.822
7.075,19.59,-1.720,19.66,-5.018
7.108,19.42,-3.042,19.66,-8.903
7.141,19.21,-4.168,19.66,-12.24
7.175,18.98,-5.069,19.64,-14.96
7.208,18.79,-5.676,19.63,-16.81
7.241,18.68,-5.987,19.62,-17.77
7.275,18.67,-5.984,19.61,-17.77
7.308,18.77,-5.664,19.60,-16.79
7.342,18.96,-5.043,19.62,-14.90
7.375,19.17,-4.165,19.62,-12.26
7.408,19.37,-3.045,19.61,-8.932
7.442,19.53,-1.756,19.61,-5.137
7.475,19.60,-0.353,19.60,-1.033
7.508,19.57,1.084,19.60,3.171
7.542,19.45,2.424,19.60,7.104
7.575,19.26,3.651,19.60,10.73
7.609,19.04,4.668,19.60,13.78
7.642,18.83,5.418,19.60,16.05
7.675,18.69,5.884,19.60,17.47
7.709,18.65,6.039,19.60,17.94
7.742,18.71,5.885,19.61,17.46
7.775,18.86,5.420,19.62,16.03
7.809,19.07,4.661,19.63,13.74
7.842,19.29,3.653,19.64,10.72
7.876,19.49,2.448,19.64,7.158
7.909,19.61,1.106,19.64,3.227
7.942,19.64,-0.300,19.65,-0.875
7.976,19.58,-1.680,19.65,-4.902
8.009,19.43,-2.942,19.65,-8.608
8.042,19.23,-4.030,19.64,-11.84
8.076,19.02,-4.878,19.64,-14.38
8.109,18.86,-5.464,19.63,-16.16
8.143,18.76,-5.757,19.63,-17.06
8.176,18.77,-5.743,19.63,-17.01
8.209,18.86,-5.421,19.62,-16.04
8.243,19.02,-4.813,19.62,-14.20
8.276,19.22,-3.954,19.62,-11.63
8.309,19.41,-2.874,19.62,-8.420
8.343,19.56,-1.630,19.63,-4.763
8.376,19.63,-0.290,19.64,-0.847
8.409,19.60,1.098,19.63,3.207
8.443,19.48,2.387,19.63,6.984
8.476,19.30,3.547,19.62,10.41
8.510,19.09,4.510,19.61,13.29
8.543,18.91,5.233,19.62,15.47
8.576,18.77,5.669,19.61,16.80
8.610,18.74,5.820,19.62,17.25
8.643,18.79,5.658,19.62,16.76
8.676,18.93,5.192,19.63,15.34
8.710,19.13,4.447,19.64,13.08
8.743,19.35,3.454,19.65,10.12
8.777,19.52,2.281,19.66,6.663
8.810,19.64,0.999,19.67,2.911
8.843,19.66,-0.351,19.67,-1.023
8.877,19.60,-1.677,19.67,-4.891
8.910,19.46,-2.893,19.67,-8.457
8.943,19.28,-3.932,19.68,-11.53
8.977,19.09,-4.742,19.67,-13.95
9.010,18.93,-5.299,19.66,-15.64
9.044,18.86,-5.554,19.66,-16.41
9.077,18.86,-5.532,19.65,-16.35
9.110,18.95,-5.214,19.66,-15.38
9.144,19.11,-4.624,19.66,-13.60
9.177,19.29,-3.779,19.65,-11.08
9.210,19.47,-2.724,19.66,-7.967
9.244,19.59,-1.516,19.65,-4.424
9.277,19.65,-0.226,19.65,-0.660
9.310,19.61,1.107,19.65,3.231
9.344,19.50,2.329,19.64,6.812
