t,x,y,r,θr
6.608,50.89,3.081,50.99,3.464
6.641,50.90,3.172,51.00,3.567
6.674,50.90,3.194,51.00,3.591
6.708,50.91,3.154,51.00,3.545
6.741,50.92,3.039,51.01,3.416
6.775,50.93,2.852,51.01,3.205
6.808,50.94,2.606,51.01,2.929
6.841,50.95,2.302,51.00,2.587
6.875,50.96,1.943,50.99,2.183
6.908,50.98,1.551,51.00,1.743
6.941,51.00,1.123,51.02,1.261
6.975,51.01,0.644,51.01,0.723
7.008,50.99,0.170,50.99,0.191
7.042,50.98,-0.297,50.98,-0.334
7.075,50.97,-0.772,50.98,-0.868
7.108,50.98,-1.234,51.00,-1.386
7.142,50.97,-1.670,51.00,-1.877
7.175,50.93,-2.079,50.97,-2.337
7.208,50.91,-2.448,50.97,-2.753
7.242,50.89,-2.755,50.97,-3.099
7.275,50.88,-2.999,50.97,-3.374
7.308,50.88,-3.188,50.98,-3.586
7.342,50.86,-3.328,50.96,-3.744
7.375,50.85,-3.386,50.96,-3.809
7.409,50.86,-3.378,50.97,-3.800
7.442,50.86,-3.291,50.97,-3.702
7.475,50.88,-3.141,50.98,-3.532
7.509,50.89,-2.930,50.97,-3.295
7.542,50.90,-2.659,50.97,-2.991
7.575,50.92,-2.325,50.97,-2.615
7.609,50.94,-1.956,50.98,-2.199
7.642,50.95,-1.541,50.97,-1.732
7.676,50.96,-1.101,50.97,-1.238
7.709,50.96,-0.645,50.97,-0.725
7.742,50.97,-0.176,50.97,-0.197
7.776,50.97,0.295,50.97,0.332
7.809,50.97,0.757,50.97,0.851
7.842,50.95,1.204,50.97,1.353
7.876,50.95,1.620,50.97,1.822
7.909,50.92,1.991,50.96,2.239
7.943,50.89,2.327,50.94,2.618
7.976,50.87,2.607,50.94,2.934
8.009,50.87,2.829,50.94,3.184
8.043,50.87,2.980,50.96,3.353
8.076,50.86,3.079,50.95,3.465
8.109,50.85,3.107,50.94,3.496
8.143,50.86,3.056,50.96,3.439
8.176,50.87,2.948,50.96,3.317
8.210,50.89,2.767,50.96,3.112
8.243,50.90,2.524,50.96,2.839
8.276,50.91,2.234,50.96,2.513
8.310,50.93,1.889,50.97,2.124
8.343,50.95,1.500,50.97,1.687
8.376,50.95,1.087,50.96,1.223
8.410,50.97,0.641,50.97,0.721
8.443,50.97,0.182,50.97,0.205
8.476,50.98,-0.286,50.98,-0.322
8.510,50.97,-0.745,50.98,-0.838
8.543,50.97,-1.201,50.98,-1.350
8.577,50.96,-1.636,50.99,-1.839
8.610,50.94,-2.027,50.98,-2.279
8.643,50.92,-2.385,50.97,-2.682
8.677,50.91,-2.692,50.98,-3.027
8.710,50.89,-2.937,50.98,-3.303
8.743,50.88,-3.124,50.98,-3.513
8.777,50.86,-3.238,50.97,-3.643
8.810,50.86,-3.293,50.97,-3.705
8.844,50.86,-3.283,50.97,-3.693
8.877,50.87,-3.206,50.97,-3.607
8.910,50.87,-3.064,50.96,-3.447
8.944,50.88,-2.859,50.96,-3.216
8.977,50.89,-2.600,50.96,-2.924
9.010,50.91,-2.281,50.96,-2.565
9.044,50.92,-1.919,50.96,-2.158
9.077,50.93,-1.527,50.95,-1.717
9.111,50.94,-1.103,50.95,-1.241
9.144,50.94,-0.662,50.95,-0.744
9.177,50.94,-0.201,50.94,-0.226
9.211,50.94,0.261,50.94,0.294
9.244,50.93,0.703,50.93,0.791
9.277,50.92,1.135,50.93,1.277
9.311,50.91,1.532,50.93,1.723
9.344,50.90,1.900,50.94,2.138
9.378,50.89,2.229,50.94,2.508
9.411,50.89,2.505,50.95,2.818
9.444,50.87,2.726,50.94,3.067
9.478,50.86,2.886,50.95,3.248
9.511,50.86,2.976,50.95,3.349
9.544,50.87,3.011,50.96,3.388
9.578,50.87,2.978,50.96,3.350
9.611,50.87,2.875,50.95,3.234
9.645,50.89,2.698,50.96,3.035
9.678,50.90,2.469,50.96,2.777
9.711,50.92,2.194,50.96,2.467
9.745,50.92,1.869,50.96,2.102
9.778,50.94,1.495,50.96,1.682
9.811,50.95,1.096,50.96,1.232
9.845,50.97,0.662,50.98,0.744
9.878,50.98,0.211,50.98,0.237
9.911,50.98,-0.234,50.98,-0.263
9.945,50.98,-0.686,50.98,-0.771
9.978,50.97,-1.127,50.99,-1.267
10.012,50.96,-1.539,50.98,-1.730
10.045,50.94,-1.918,50.98,-2.156
10.078,50.92,-2.272,50.97,-2.555
10.112,50.91,-2.574,50.97,-2.895
10.145,50.89,-2.816,50.97,-3.167
10.178,50.89,-3.003,50.98,-3.377
10.212,50.87,-3.125,50.97,-3.516
10.245,50.86,-3.179,50.96,-3.576
10.279,50.87,-3.172,50.96,-3.569
10.312,50.87,-3.097,50.96,-3.484
10.345,50.88,-2.967,50.96,-3.337
10.379,50.88,-2.776,50.95,-3.123
10.412,50.89,-2.518,50.95,-2.833
10.445,50.90,-2.219,50.95,-2.497
10.479,50.92,-1.873,50.95,-2.107
10.512,50.93,-1.490,50.95,-1.675
