t,x,y,r,θr
4.972,49.30,3.278,49.41,3.805
5.006,49.35,2.173,49.40,2.521
5.039,49.39,1.023,49.40,1.186
5.073,49.41,-0.163,49.41,-0.188
5.106,49.41,-1.356,49.43,-1.573
5.139,49.36,-2.530,49.42,-2.934
5.173,49.28,-3.660,49.42,-4.247
5.206,49.20,-4.729,49.43,-5.490
5.239,49.12,-5.706,49.45,-6.627
5.273,49.01,-6.576,49.45,-7.641
5.306,48.93,-7.316,49.47,-8.505
5.340,48.87,-7.915,49.51,-9.199
5.373,48.80,-8.354,49.51,-9.713
5.406,48.76,-8.620,49.52,-10.02
5.440,48.77,-8.728,49.55,-10.15
5.473,48.81,-8.676,49.57,-10.08
5.506,48.86,-8.447,49.58,-9.809
5.540,48.93,-8.041,49.59,-9.333
5.573,49.01,-7.482,49.58,-8.680
5.607,49.12,-6.786,49.59,-7.866
5.640,49.20,-5.954,49.56,-6.900
5.673,49.30,-4.992,49.55,-5.781
5.707,49.40,-3.940,49.56,-4.560
5.740,49.48,-2.818,49.56,-3.260
5.773,49.53,-1.649,49.56,-1.907
5.807,49.53,-0.484,49.53,-0.560
5.840,49.52,0.687,49.52,0.795
5.873,49.48,1.833,49.51,2.122
5.907,49.41,2.923,49.50,3.385
5.940,49.33,3.940,49.49,4.567
5.974,49.24,4.865,49.48,5.642
6.007,49.15,5.665,49.47,6.575
6.040,49.07,6.328,49.48,7.348
6.074,48.99,6.865,49.46,7.978
6.107,48.93,7.239,49.47,8.415
6.140,48.90,7.455,49.47,8.667
6.174,48.88,7.513,49.46,8.738
6.207,48.90,7.396,49.45,8.601
6.241,48.93,7.119,49.44,8.278
6.274,48.98,6.678,49.43,7.763
6.307,49.06,6.090,49.43,7.076
6.341,49.12,5.367,49.41,6.235
6.374,49.19,4.509,49.40,5.238
6.407,49.25,3.548,49.38,4.121
6.441,49.31,2.498,49.37,2.900
6.474,49.35,1.398,49.37,1.623
6.508,49.37,0.235,49.37,0.273
6.541,49.37,-0.937,49.37,-1.087
6.574,49.33,-2.085,49.37,-2.420
6.608,49.27,-3.205,49.37,-3.722
6.641,49.20,-4.269,49.38,-4.959
6.674,49.12,-5.246,49.40,-6.096
6.708,49.03,-6.123,49.41,-7.119
6.741,48.94,-6.888,49.42,-8.012
6.775,48.86,-7.524,49.43,-8.754
6.808,48.81,-7.996,49.46,-9.304
6.841,48.79,-8.313,49.49,-9.670
6.875,48.77,-8.481,49.51,-9.864
6.908,48.75,-8.481,49.49,-9.868
6.941,48.80,-8.291,49.50,-9.642
6.975,48.89,-7.932,49.52,-9.216
7.008,48.97,-7.423,49.53,-8.621
7.042,49.06,-6.773,49.53,-7.860
7.075,49.15,-5.997,49.51,-6.957
7.108,49.24,-5.096,49.51,-5.908
7.142,49.34,-4.101,49.51,-4.751
7.175,49.42,-3.033,49.52,-3.511
7.208,49.48,-1.909,49.52,-2.210
7.242,49.50,-0.762,49.51,-0.882
7.275,49.50,0.382,49.50,0.442
7.308,49.48,1.499,49.50,1.735
7.342,49.42,2.585,49.48,2.994
7.375,49.34,3.613,49.47,4.188
7.409,49.27,4.546,49.48,5.271
7.442,49.18,5.356,49.47,6.215
7.475,49.10,6.053,49.47,7.028
7.509,49.02,6.601,49.46,7.669
7.542,48.96,7.023,49.46,8.163
7.575,48.92,7.288,49.46,8.473
7.609,48.89,7.389,49.45,8.594
7.642,48.90,7.310,49.44,8.502
7.676,48.92,7.073,49.43,8.226
7.709,48.97,6.675,49.42,7.763
7.742,49.04,6.147,49.42,7.145
7.776,49.11,5.468,49.42,6.353
7.809,49.18,4.672,49.40,5.427
7.842,49.24,3.775,49.39,4.384
7.876,49.31,2.773,49.39,3.219
7.909,49.35,1.715,49.38,1.990
7.943,49.38,0.609,49.39,0.706
7.976,49.41,-0.521,49.41,-0.604
8.009,49.39,-1.650,49.42,-1.913
8.043,49.34,-2.751,49.42,-3.191
8.076,49.26,-3.818,49.40,-4.432
8.109,49.17,-4.819,49.41,-5.598
8.143,49.09,-5.708,49.42,-6.633
8.176,49.01,-6.473,49.44,-7.524
8.210,48.94,-7.119,49.45,-8.277
8.243,48.85,-7.616,49.44,-8.861
8.276,48.83,-7.981,49.48,-9.283
8.310,48.82,-8.202,49.51,-9.536
8.343,48.81,-8.237,49.50,-9.578
8.376,48.85,-8.105,49.52,-9.421
8.410,48.89,-7.824,49.51,-9.092
8.443,48.96,-7.379,49.51,-8.571
8.477,49.04,-6.802,49.51,-7.897
8.510,49.15,-6.079,49.52,-7.051
8.543,49.24,-5.225,49.52,-6.057
8.577,49.33,-4.282,49.51,-4.961
8.610,49.41,-3.257,49.52,-3.771
8.643,49.48,-2.186,49.52,-2.530
8.677,49.51,-1.077,49.52,-1.246
8.710,49.51,3.761E-2,49.51,4.352E-2
8.744,49.49,1.150,49.50,1.331
8.777,49.44,2.223,49.49,2.575
8.810,49.38,3.245,49.48,3.760
8.844,49.32,4.175,49.50,4.838
8.877,49.25,5.000,49.50,5.797
8.910,49.13,5.731,49.46,6.654
8.944,49.06,6.323,49.46,7.344
8.977,49.00,6.751,49.46,7.845
9.010,48.97,7.035,49.47,8.175
9.044,48.94,7.167,49.46,8.331
9.077,48.93,7.142,49.45,8.304
9.111,48.94,6.961,49.43,8.096
9.144,48.98,6.630,49.42,7.709
9.177,49.05,6.149,49.44,7.145
9.211,49.13,5.526,49.44,6.418
9.244,49.19,4.782,49.42,5.552
9.277,49.25,3.929,49.40,4.562
9.311,49.30,2.983,49.39,3.463
9.344,49.35,1.955,49.39,2.269
9.378,49.39,0.877,49.40,1.017
9.411,49.41,-0.232,49.41,-0.269
9.444,49.39,-1.331,49.41,-1.543
9.478,49.35,-2.419,49.41,-2.807
9.511,49.29,-3.458,49.41,-4.014
9.544,49.21,-4.449,49.41,-5.166
9.578,49.13,-5.349,49.42,-6.213
9.611,49.05,-6.149,49.44,-7.145
9.645,48.97,-6.816,49.44,-7.924
9.678,48.91,-7.346,49.46,-8.542
9.711,48.87,-7.746,49.48,-9.007
9.745,48.84,-7.985,49.49,-9.286
9.778,48.83,-8.063,49.49,-9.377
9.811,48.87,-7.982,49.52,-9.277
9.845,48.92,-7.749,49.53,-9.002
9.878,48.98,-7.361,49.53,-8.546
9.912,49.06,-6.828,49.54,-7.923
9.945,49.15,-6.163,49.53,-7.147
9.978,49.24,-5.369,49.53,-6.224
10.012,49.32,-4.477,49.52,-5.187
10.045,49.40,-3.491,49.52,-4.042
10.078,49.47,-2.453,49.53,-2.839
10.112,49.51,-1.372,49.53,-1.588
10.145,49.52,-0.281,49.52,-0.326
10.179,49.50,0.800,49.50,0.926
10.212,49.46,1.855,49.49,2.147
10.245,49.40,2.856,49.48,3.309
10.279,49.31,3.790,49.46,4.394
