t,x,y,r,θr
4.472,46.61,16.17,49.33,19.14
4.505,46.61,16.18,49.34,19.15
4.538,46.73,15.87,49.35,18.75
4.572,46.96,15.23,49.37,17.97
4.605,47.28,14.25,49.38,16.77
4.639,47.67,12.95,49.40,15.20
4.672,48.09,11.39,49.42,13.32
4.705,48.52,9.574,49.46,11.16
4.739,48.92,7.521,49.49,8.740
4.772,49.25,5.246,49.53,6.080
4.805,49.49,2.823,49.57,3.265
4.839,49.60,0.323,49.61,0.373
4.872,49.60,-2.187,49.65,-2.525
4.906,49.47,-4.669,49.69,-5.392
4.939,49.22,-7.052,49.72,-8.154
4.972,48.88,-9.292,49.75,-10.76
5.006,48.48,-11.35,49.79,-13.18
5.039,48.05,-13.19,49.83,-15.35
5.072,47.63,-14.75,49.86,-17.20
5.106,47.26,-15.99,49.90,-18.69
5.139,46.96,-16.92,49.92,-19.81
5.173,46.75,-17.51,49.92,-20.54
5.206,46.67,-17.75,49.94,-20.83
5.239,46.71,-17.64,49.93,-20.69
5.273,46.86,-17.19,49.92,-20.14
5.306,47.12,-16.41,49.89,-19.20
5.339,47.47,-15.29,49.87,-17.85
5.373,47.86,-13.90,49.84,-16.19
5.406,48.28,-12.22,49.80,-14.21
5.439,48.67,-10.30,49.75,-11.95
5.473,49.03,-8.184,49.71,-9.476
5.506,49.32,-5.907,49.67,-6.831
5.540,49.50,-3.542,49.63,-4.092
5.573,49.58,-1.130,49.59,-1.306
5.606,49.54,1.275,49.56,1.475
5.640,49.38,3.643,49.52,4.219
5.673,49.12,5.916,49.47,6.868
5.706,48.80,8.040,49.46,9.357
5.740,48.42,9.972,49.44,11.64
5.773,48.02,11.66,49.41,13.65
5.807,47.63,13.09,49.39,15.37
5.840,47.29,14.24,49.39,16.76
5.873,47.03,15.09,49.39,17.79
5.907,46.85,15.63,49.39,18.45
5.940,46.79,15.87,49.41,18.73
5.973,46.84,15.77,49.42,18.61
6.007,46.98,15.32,49.41,18.06
6.040,47.23,14.57,49.43,17.15
6.074,47.57,13.49,49.45,15.84
6.107,47.96,12.12,49.47,14.18
6.140,48.37,10.46,49.49,12.20
6.174,48.78,8.560,49.52,9.954
6.207,49.14,6.427,49.55,7.452
6.240,49.41,4.141,49.59,4.790
6.274,49.59,1.733,49.62,2.001
6.307,49.66,-0.728,49.67,-0.840
6.341,49.60,-3.185,49.70,-3.674
6.374,49.42,-5.573,49.73,-6.434
6.407,49.16,-7.856,49.78,-9.079
6.441,48.81,-9.955,49.82,-11.53
6.474,48.41,-11.86,49.84,-13.77
6.507,47.99,-13.55,49.86,-15.77
6.541,47.61,-14.94,49.90,-17.42
6.574,47.27,-16.05,49.92,-18.75
