t,x,y,r,θr
9.277,34.16,-11.99,36.20,-19.34
9.311,34.35,-11.43,36.20,-18.40
9.344,34.65,-10.55,36.22,-16.93
9.377,35.00,-9.376,36.24,-14.99
9.411,35.36,-7.940,36.24,-12.65
9.444,35.69,-6.276,36.24,-9.973
9.477,35.98,-4.428,36.25,-7.017
9.511,36.20,-2.451,36.28,-3.873
9.544,36.33,-0.389,36.33,-0.613
9.578,36.26,1.657,36.30,2.617
9.611,36.11,3.658,36.30,5.784
9.644,35.87,5.530,36.30,8.763
9.678,35.59,7.223,36.32,11.47
9.711,35.27,8.678,36.32,13.82
9.744,34.95,9.891,36.32,15.80
9.778,34.67,10.80,36.32,17.31
9.811,34.48,11.39,36.31,18.28
9.844,34.41,11.66,36.33,18.71
9.878,34.44,11.58,36.33,18.59
9.911,34.55,11.18,36.32,17.93
9.945,34.77,10.45,36.31,16.73
9.978,35.07,9.415,36.31,15.03
10.011,35.40,8.085,36.31,12.86
10.045,35.72,6.513,36.31,10.34
10.078,35.97,4.717,36.28,7.470
10.111,36.17,2.779,36.28,4.392
10.145,36.26,0.731,36.27,1.155
10.178,36.23,-1.315,36.25,-2.079
10.212,36.08,-3.351,36.24,-5.305
10.245,35.85,-5.272,36.23,-8.367
10.278,35.56,-7.019,36.24,-11.17
10.312,35.21,-8.567,36.24,-13.67
10.345,34.86,-9.857,36.23,-15.79
10.378,34.56,-10.85,36.23,-17.42
10.412,34.34,-11.54,36.23,-18.57
10.445,34.21,-11.92,36.23,-19.20
10.479,34.18,-11.98,36.22,-19.32
10.512,34.27,-11.72,36.21,-18.88
10.545,34.47,-11.14,36.22,-17.91
10.579,34.77,-10.25,36.25,-16.43
10.612,35.11,-9.092,36.26,-14.52
10.645,35.44,-7.674,36.26,-12.22
10.679,35.75,-6.021,36.26,-9.560
10.712,36.03,-4.204,36.27,-6.655
10.746,36.22,-2.254,36.29,-3.561
10.779,36.32,-0.238,36.32,-0.375
10.812,36.26,1.741,36.30,2.749
10.846,36.11,3.682,36.30,5.823
10.879,35.90,5.500,36.32,8.711
10.912,35.61,7.126,36.32,11.31
10.946,35.31,8.547,36.33,13.61
10.979,35.00,9.687,36.31,15.47
11.012,34.75,10.55,36.31,16.89
11.046,34.59,11.11,36.33,17.80
11.079,34.52,11.34,36.34,18.19
11.113,34.55,11.25,36.34,18.04
11.146,34.67,10.83,36.32,17.36
11.179,34.89,10.10,36.32,16.15
11.213,35.18,9.067,36.33,14.45
11.246,35.48,7.758,36.32,12.33
11.279,35.77,6.207,36.30,9.844
11.313,36.02,4.455,36.30,7.050
11.346,36.21,2.545,36.30,4.020
11.380,36.28,0.567,36.28,0.896
11.413,36.25,-1.449,36.28,-2.289
11.446,36.11,-3.415,36.27,-5.404
11.480,35.87,-5.273,36.26,-8.362
11.513,35.57,-6.977,36.25,-11.10
11.546,35.24,-8.464,36.24,-13.51
11.580,34.91,-9.697,36.23,-15.52
11.613,34.63,-10.65,36.24,-17.10
11.647,34.43,-11.31,36.24,-18.18
11.680,34.31,-11.65,36.23,-18.76
11.713,34.30,-11.68,36.23,-18.80
11.747,34.41,-11.41,36.25,-18.34
11.780,34.61,-10.82,36.27,-17.35
11.813,34.88,-9.937,36.27,-15.90
11.847,35.18,-8.770,36.26,-14.00
11.880,35.51,-7.365,36.27,-11.72
11.913,35.82,-5.746,36.28,-9.114
11.947,36.08,-3.968,36.30,-6.276
11.980,36.25,-2.071,36.31,-3.269
