t,x,y,r,θr
2.870,35.98,-5.477,36.40,-8.655
2.903,36.06,-4.905,36.39,-7.745
2.937,36.14,-4.197,36.39,-6.623
2.970,36.23,-3.378,36.39,-5.327
3.003,36.30,-2.467,36.38,-3.887
3.037,36.35,-1.492,36.38,-2.350
3.070,36.39,-0.473,36.39,-0.744
3.103,36.37,0.546,36.38,0.860
3.137,36.35,1.533,36.38,2.415
3.170,36.29,2.472,36.38,3.897
3.204,36.22,3.329,36.38,5.251
3.237,36.15,4.079,36.38,6.439
3.270,36.08,4.710,36.39,7.437
3.304,36.02,5.194,36.40,8.205
3.337,35.99,5.515,36.41,8.714
3.370,35.97,5.687,36.42,8.984
3.404,35.98,5.681,36.42,8.973
3.437,36.00,5.495,36.42,8.678
3.471,36.05,5.141,36.42,8.116
3.504,36.12,4.631,36.41,7.306
3.537,36.20,3.981,36.42,6.275
3.571,36.28,3.204,36.42,5.047
3.604,36.34,2.326,36.42,3.662
3.637,36.39,1.377,36.42,2.166
3.671,36.41,0.382,36.41,0.601
3.704,36.40,-0.650,36.41,-1.024
3.737,36.37,-1.653,36.41,-2.603
3.771,36.32,-2.620,36.41,-4.127
3.804,36.25,-3.504,36.41,-5.522
3.838,36.15,-4.286,36.40,-6.762
3.871,36.07,-4.943,36.41,-7.803
3.904,35.98,-5.460,36.40,-8.628
3.938,35.93,-5.825,36.40,-9.210
3.971,35.89,-6.022,36.40,-9.523
4.004,35.88,-6.040,36.38,-9.556
4.038,35.90,-5.899,36.38,-9.330
4.071,35.95,-5.591,36.39,-8.840
4.105,36.02,-5.129,36.38,-8.105
4.138,36.09,-4.526,36.37,-7.149
4.171,36.17,-3.804,36.37,-6.003
4.205,36.25,-2.972,36.37,-4.687
4.238,36.32,-2.062,36.38,-3.249
4.271,36.36,-1.106,36.38,-1.742
4.305,36.38,-0.113,36.38,-0.178
4.338,36.37,0.860,36.38,1.354
4.372,36.34,1.802,36.38,2.838
4.405,36.29,2.691,36.39,4.240
4.438,36.21,3.488,36.38,5.502
4.472,36.14,4.182,36.38,6.600
4.505,36.08,4.746,36.39,7.494
4.538,36.04,5.148,36.40,8.129
4.572,36.02,5.407,36.42,8.537
4.605,36.00,5.494,36.42,8.677
4.639,36.00,5.421,36.41,8.562
4.672,36.04,5.191,36.41,8.197
4.705,36.11,4.790,36.42,7.557
4.739,36.19,4.244,36.44,6.688
4.772,36.25,3.572,36.42,5.628
4.805,36.30,2.781,36.40,4.381
4.839,36.35,1.893,36.40,2.981
4.872,36.39,0.947,36.40,1.491
4.905,36.41,-1.813E-2,36.41,-2.852E-2
4.939,36.39,-1.012,36.40,-1.593
4.972,36.34,-1.967,36.39,-3.099
5.006,36.28,-2.872,36.39,-4.526
5.039,36.21,-3.693,36.40,-5.824
5.072,36.13,-4.410,36.40,-6.958
5.106,36.06,-5.005,36.40,-7.903
5.139,35.98,-5.454,36.39,-8.620
5.172,35.93,-5.752,36.39,-9.095
5.206,35.91,-5.884,36.39,-9.305
5.239,35.93,-5.851,36.40,-9.250
5.273,35.96,-5.650,36.40,-8.930
5.306,35.99,-5.293,36.38,-8.365
5.339,36.05,-4.793,36.37,-7.572
5.373,36.13,-4.161,36.37,-6.569
5.406,36.21,-3.411,36.37,-5.382
5.439,36.28,-2.573,36.37,-4.056
5.473,36.33,-1.674,36.36,-2.638
5.506,36.36,-0.719,36.37,-1.132
5.540,36.36,0.251,36.36,0.395
5.573,36.34,1.177,36.36,1.854
5.606,36.31,2.070,36.37,3.263
5.640,36.26,2.900,36.38,4.572
5.673,36.19,3.637,36.37,5.738
5.706,36.14,4.258,36.39,6.721
5.740,36.09,4.744,36.40,7.488
5.773,36.05,5.083,36.41,8.025
5.806,36.03,5.277,36.41,8.333
5.840,36.02,5.317,36.41,8.397
5.873,36.05,5.179,36.42,8.176
5.907,36.09,4.894,36.42,7.722
5.940,36.15,4.455,36.43,7.025
5.973,36.22,3.873,36.42,6.104
6.007,36.28,3.170,36.42,4.994
6.040,36.34,2.369,36.41,3.730
6.073,36.39,1.483,36.42,2.334
6.107,36.41,0.557,36.42,0.877
6.140,36.41,-0.397,36.41,-0.625
6.174,36.38,-1.340,36.40,-2.109
6.207,36.33,-2.252,36.40,-3.548
6.240,36.27,-3.097,36.40,-4.881
6.274,36.20,-3.856,36.41,-6.079
6.307,36.13,-4.508,36.41,-7.113
6.340,36.04,-5.018,36.39,-7.926
6.374,35.98,-5.394,36.38,-8.526
6.407,35.95,-5.626,36.39,-8.895
6.441,35.93,-5.696,36.38,-9.008
6.474,35.95,-5.609,36.38,-8.869
6.507,35.98,-5.354,36.37,-8.464
6.541,36.03,-4.958,36.37,-7.834
6.574,36.10,-4.426,36.37,-6.990
6.607,36.17,-3.772,36.37,-5.953
6.641,36.24,-3.026,36.37,-4.774
6.674,36.30,-2.194,36.36,-3.459
6.707,36.34,-1.299,36.36,-2.048
6.741,36.38,-0.375,36.38,-0.591
6.774,36.37,0.552,36.37,0.870
6.808,36.35,1.438,36.37,2.266
6.841,36.31,2.285,36.38,3.601
6.874,36.26,3.054,36.39,4.814
6.908,36.20,3.726,36.39,5.876
6.941,36.15,4.284,36.40,6.760
6.974,36.10,4.700,36.41,7.417
7.008,36.07,4.979,36.41,7.861
7.041,36.05,5.101,36.41,8.052
7.075,36.05,5.080,36.40,8.021
7.108,36.08,4.899,36.41,7.731
7.141,36.13,4.552,36.42,7.180
7.175,36.18,4.077,36.41,6.428
7.208,36.24,3.471,36.41,5.471
7.241,36.30,2.754,36.40,4.340
7.275,36.34,1.947,36.40,3.066
7.308,36.38,1.073,36.39,1.689
7.342,36.40,0.178,36.40,0.280
7.375,36.39,-0.744,36.40,-1.171
7.408,36.36,-1.644,36.40,-2.589
7.442,36.30,-2.506,36.39,-3.948
7.475,36.23,-3.298,36.38,-5.201
7.508,36.16,-3.986,36.38,-6.290
7.542,36.09,-4.561,36.38,-7.203
7.575,36.03,-5.010,36.38,-7.915
7.608,35.99,-5.316,36.38,-8.402
7.642,35.96,-5.471,36.37,-8.650
7.675,35.97,-5.474,36.38,-8.653
7.709,35.99,-5.327,36.38,-8.420
7.742,36.03,-5.022,36.38,-7.935
7.775,36.09,-4.587,36.38,-7.243
7.809,36.16,-4.029,36.38,-6.358
7.842,36.23,-3.359,36.38,-5.297
7.875,36.28,-2.587,36.37,-4.079
7.909,36.33,-1.754,36.37,-2.764
7.942,36.37,-0.885,36.39,-1.394
7.976,36.39,1.723E-2,36.39,2.713E-2
8.009,36.38,0.890,36.39,1.401
8.042,36.35,1.744,36.39,2.747
8.076,36.30,2.544,36.39,4.008
8.109,36.24,3.247,36.39,5.120
8.142,36.18,3.860,36.38,6.090
8.176,36.13,4.348,36.39,6.863
8.209,36.08,4.715,36.38,7.446
8.243,36.06,4.928,36.40,7.782
8.276,36.05,4.999,36.40,7.894
8.309,36.06,4.910,36.39,7.754
8.343,36.09,4.674,36.39,7.378
8.376,36.14,4.292,36.40,6.771
8.409,36.21,3.780,36.40,5.961
8.443,36.27,3.148,36.40,4.961
8.476,36.33,2.418,36.41,3.808
8.509,36.37,1.605,36.41,2.527
8.543,36.40,0.740,36.41,1.165
8.576,36.40,-0.148,36.40,-0.232
8.610,36.39,-1.039,36.40,-1.635
8.643,36.35,-1.892,36.39,-2.981
8.676,36.29,-2.697,36.39,-4.250
8.710,36.23,-3.430,36.39,-5.409
8.743,36.16,-4.065,36.38,-6.415
8.776,36.09,-4.585,36.39,-7.240
8.810,36.04,-4.974,36.38,-7.857
8.843,36.01,-5.207,36.38,-8.227
8.877,35.98,-5.294,36.37,-8.369
8.910,35.99,-5.243,36.37,-8.288
8.943,36.02,-5.041,36.37,-7.966
8.977,36.06,-4.697,36.37,-7.420
9.010,36.12,-4.230,36.36,-6.681
9.043,36.18,-3.648,36.36,-5.758
9.077,36.24,-2.957,36.36,-4.666
9.110,36.29,-2.198,36.35,-3.466
9.144,36.33,-1.368,36.36,-2.157
9.177,36.37,-0.510,36.37,-0.803
9.210,36.37,0.359,36.37,0.565
9.244,36.36,1.200,36.38,1.891
9.277,36.32,2.001,36.38,3.153
9.310,36.28,2.732,36.38,4.306
9.344,36.23,3.389,36.39,5.344
9.377,36.17,3.935,36.39,6.208
9.410,36.13,4.349,36.39,6.863
9.444,36.09,4.648,36.39,7.338
9.477,36.07,4.796,36.39,7.574
9.511,36.07,4.792,36.38,7.568
9.544,36.09,4.652,36.39,7.344
9.577,36.13,4.363,36.39,6.885
9.611,36.17,3.944,36.39,6.223
9.644,36.23,3.402,36.39,5.365
9.677,36.28,2.748,36.38,4.332
9.711,36.33,2.012,36.38,3.170
9.744,36.36,1.202,36.38,1.893
9.778,36.37,0.359,36.37,0.565
9.811,36.38,-0.503,36.38,-0.792
9.844,36.36,-1.352,36.39,-2.130
9.878,36.31,-2.167,36.38,-3.415
9.911,36.27,-2.923,36.38,-4.609
9.944,36.21,-3.591,36.38,-5.665
9.978,36.15,-4.150,36.38,-6.550
10.011,36.09,-4.596,36.38,-7.258
10.045,36.05,-4.910,36.38,-7.756
10.078,36.02,-5.081,36.38,-8.029
10.111,36.02,-5.112,36.38,-8.078
10.145,36.04,-5.006,36.38,-7.909
10.178,36.07,-4.762,36.39,-7.520
10.211,36.11,-4.382,36.38,-6.919
10.245,36.16,-3.877,36.37,-6.119
10.278,36.22,-3.265,36.37,-5.150
10.311,36.28,-2.571,36.37,-4.054
10.345,36.32,-1.810,36.37,-2.852
10.378,36.37,-0.999,36.38,-1.573
10.412,36.39,-0.166,36.39,-0.261
10.445,36.38,0.663,36.39,1.044
10.478,36.37,1.461,36.39,2.301
10.512,36.33,2.216,36.40,3.490
10.545,36.29,2.899,36.40,4.568
10.578,36.24,3.491,36.40,5.503
10.612,36.19,3.976,36.40,6.271
10.645,36.14,4.335,36.40,6.839
10.679,36.13,4.549,36.41,7.177
10.712,36.11,4.633,36.40,7.312
10.745,36.11,4.572,36.40,7.216
10.779,36.14,4.373,36.41,6.899
10.812,36.18,4.035,36.41,6.363
10.845,36.22,3.573,36.40,5.634
10.879,36.28,3.004,36.40,4.734
10.912,36.33,2.337,36.40,3.681
10.946,36.37,1.596,36.40,2.512
10.979,36.40,0.793,36.40,1.248
11.012,36.41,-2.566E-2,36.41,-4.038E-2
11.046,36.39,-0.857,36.40,-1.350
11.079,36.36,-1.660,36.40,-2.614
11.112,36.31,-2.425,36.39,-3.821
11.146,36.26,-3.117,36.39,-4.913
11.179,36.21,-3.720,36.40,-5.866
11.213,36.15,-4.223,36.40,-6.663
11.246,36.10,-4.598,36.39,-7.258
11.279,36.06,-4.849,36.39,-7.657
11.313,36.04,-4.957,36.38,-7.830
11.346,36.04,-4.934,36.38,-7.795
11.379,36.06,-4.776,36.38,-7.545
11.413,36.10,-4.482,36.37,-7.078
11.446,36.14,-4.064,36.37,-6.416
11.479,36.21,-3.538,36.38,-5.581
11.513,36.26,-2.917,36.38,-4.599
11.546,36.31,-2.218,36.38,-3.496
11.580,36.36,-1.460,36.39,-2.299
11.613,36.38,-0.665,36.39,-1.047
11.646,36.39,0.153,36.39,0.241
11.680,36.38,0.933,36.39,1.470
11.713,36.36,1.702,36.40,2.681
11.746,36.32,2.406,36.40,3.789
11.780,36.27,3.022,36.40,4.762
11.813,36.22,3.553,36.40,5.603
11.847,36.19,3.979,36.40,6.275
11.880,36.16,4.277,36.41,6.746
11.913,36.15,4.432,36.42,6.991
11.947,36.14,4.455,36.41,7.028
11.980,36.15,4.334,36.41,6.835
12.013,36.19,4.083,36.42,6.438
12.047,36.23,3.717,36.42,5.857
12.080,36.27,3.231,36.42,5.090
12.114,36.32,2.631,36.41,4.144
12.147,36.36,1.950,36.41,3.070
12.180,36.38,1.212,36.40,1.907
12.214,36.41,0.430,36.41,0.677
12.247,36.41,-0.377,36.41,-0.594
12.280,36.38,-1.174,36.40,-1.848
12.314,36.34,-1.941,36.39,-3.058
12.347,36.30,-2.651,36.39,-4.177
12.380,36.24,-3.281,36.39,-5.173
12.414,36.18,-3.826,36.38,-6.038
12.447,36.12,-4.269,36.37,-6.739
12.481,36.07,-4.583,36.36,-7.241
12.514,36.04,-4.773,36.35,-7.544
12.547,36.03,-4.828,36.35,-7.631
12.581,36.05,-4.746,36.36,-7.500
12.614,36.07,-4.531,36.35,-7.160
12.647,36.10,-4.192,36.34,-6.623
12.681,36.15,-3.721,36.34,-5.877
12.714,36.21,-3.170,36.35,-5.003
12.748,36.26,-2.555,36.35,-4.030
12.781,36.31,-1.864,36.36,-2.939
12.814,36.34,-1.119,36.35,-1.764
12.848,36.36,-0.318,36.37,-0.502
12.881,36.35,0.471,36.35,0.743
12.914,36.33,1.211,36.35,1.909
12.948,36.31,1.908,36.36,3.008
12.981,36.27,2.543,36.36,4.011
13.015,36.22,3.110,36.36,4.906
13.048,36.18,3.581,36.36,5.652
13.081,36.15,3.932,36.36,6.209
13.115,36.14,4.155,36.37,6.559
13.148,36.14,4.249,36.39,6.706
13.181,36.13,4.222,36.38,6.665
13.215,36.17,4.059,36.40,6.402
13.248,36.20,3.785,36.40,5.969
13.281,36.25,3.369,36.41,5.310
13.315,36.29,2.846,36.41,4.483
13.348,36.32,2.241,36.39,3.530
13.382,36.37,1.568,36.40,2.468
13.415,36.39,0.835,36.40,1.315
13.448,36.41,7.328E-2,36.41,0.115
13.482,36.39,-0.714,36.40,-1.124
13.515,36.35,-1.473,36.38,-2.320
13.548,36.31,-2.185,36.38,-3.444
13.582,36.27,-2.844,36.38,-4.483
13.615,36.23,-3.427,36.39,-5.404
13.649,36.18,-3.912,36.39,-6.172
13.682,36.12,-4.284,36.38,-6.762
13.715,36.08,-4.526,36.36,-7.150
13.749,36.07,-4.661,36.37,-7.362
13.782,36.07,-4.657,36.37,-7.356
13.815,36.08,-4.526,36.36,-7.150
13.849,36.11,-4.270,36.36,-6.744
13.882,36.15,-3.889,36.36,-6.140
13.916,36.21,-3.411,36.37,-5.383
13.949,36.27,-2.834,36.38,-4.469
13.982,36.31,-2.183,36.38,-3.441
14.016,36.35,-1.484,36.38,-2.337
14.049,36.36,-0.743,36.37,-1.170
14.082,36.38,2.799E-2,36.38,4.409E-2
14.116,36.37,0.764,36.38,1.203
14.149,36.36,1.481,36.39,2.333
14.182,36.32,2.143,36.39,3.377
14.216,36.29,2.728,36.39,4.299
14.249,36.25,3.236,36.39,5.101
14.283,36.21,3.640,36.39,5.741
14.316,36.18,3.915,36.39,6.176
14.349,36.16,4.088,36.39,6.449
14.383,36.16,4.131,36.39,6.518
14.416,36.16,4.043,36.39,6.379
14.449,36.20,3.836,36.40,6.049
14.483,36.23,3.498,36.40,5.514
14.516,36.27,3.058,36.40,4.819
14.550,36.32,2.513,36.40,3.959
14.583,36.35,1.886,36.40,2.970
14.616,36.37,1.202,36.39,1.893
14.650,36.39,0.478,36.40,0.753
14.683,36.40,-0.271,36.40,-0.427
14.716,36.38,-1.008,36.39,-1.587
14.750,36.35,-1.734,36.39,-2.732
14.783,36.31,-2.398,36.38,-3.779
14.817,36.25,-3.003,36.38,-4.735
14.850,36.21,-3.520,36.38,-5.551
14.883,36.17,-3.936,36.38,-6.211
14.917,36.12,-4.238,36.37,-6.691
14.950,36.10,-4.432,36.37,-7.000
