t,x,y,r,θr
5.940,32.84,-16.95,36.95,-27.30
5.974,32.44,-17.72,36.97,-28.64
6.007,32.29,-18.03,36.98,-29.19
6.040,32.38,-17.86,36.98,-28.88
6.074,32.71,-17.25,36.98,-27.80
6.107,33.26,-16.19,36.99,-25.95
6.141,33.95,-14.68,36.99,-23.38
6.174,34.72,-12.76,36.99,-20.18
6.207,35.48,-10.46,36.99,-16.43
6.241,36.14,-7.847,36.99,-12.25
6.274,36.64,-4.976,36.97,-7.735
6.307,36.93,-1.958,36.98,-3.035
6.341,36.96,1.116,36.98,1.730
6.374,36.73,4.140,36.96,6.431
6.408,36.28,6.988,36.95,10.90
6.441,35.69,9.597,36.96,15.05
6.474,35.00,11.88,36.96,18.75
6.508,34.29,13.79,36.95,21.91
6.541,33.64,15.29,36.95,24.45
6.574,33.13,16.36,36.95,26.28
6.608,32.82,16.97,36.94,27.34
6.641,32.73,17.15,36.95,27.65
6.675,32.86,16.88,36.94,27.20
6.708,33.21,16.16,36.94,25.94
6.741,33.76,14.99,36.94,23.94
6.775,34.43,13.39,36.94,21.25
6.808,35.15,11.38,36.94,17.94
6.841,35.83,8.990,36.94,14.09
6.875,36.41,6.279,36.94,9.786
6.908,36.80,3.343,36.95,5.190
6.942,36.96,0.305,36.96,0.472
6.975,36.85,-2.798,36.96,-4.342
7.008,36.48,-5.793,36.94,-9.023
7.042,35.93,-8.591,36.95,-13.45
7.075,35.25,-11.09,36.95,-17.47
7.108,34.50,-13.24,36.95,-21.00
7.142,33.77,-14.98,36.95,-23.91
7.175,33.17,-16.29,36.95,-26.16
7.209,32.75,-17.14,36.97,-27.63
7.242,32.55,-17.55,36.98,-28.32
7.275,32.57,-17.51,36.98,-28.26
7.309,32.83,-17.02,36.98,-27.40
7.342,33.30,-16.08,36.98,-25.78
7.375,33.94,-14.70,36.99,-23.43
7.409,34.66,-12.92,36.99,-20.45
7.442,35.38,-10.77,36.98,-16.93
7.475,36.04,-8.284,36.98,-12.94
7.509,36.56,-5.540,36.98,-8.616
7.542,36.89,-2.627,36.98,-4.074
7.576,36.98,0.396,36.98,0.614
7.609,36.83,3.321,36.98,5.153
7.642,36.45,6.140,36.97,9.561
7.676,35.92,8.739,36.97,13.67
7.709,35.28,11.05,36.97,17.39
7.742,34.61,13.01,36.98,20.60
7.776,33.97,14.57,36.96,23.21
7.809,33.44,15.72,36.95,25.18
7.843,33.08,16.44,36.94,26.42
7.876,32.94,16.72,36.94,26.91
7.909,33.03,16.56,36.95,26.63
7.943,33.32,15.96,36.94,25.60
7.976,33.79,14.93,36.94,23.84
8.009,34.41,13.45,36.94,21.35
8.043,35.09,11.58,36.95,18.27
8.076,35.76,9.318,36.96,14.60
8.110,36.34,6.739,36.96,10.51
8.143,36.75,3.905,36.96,6.065
8.176,36.95,0.939,36.96,1.455
8.210,36.91,-2.057,36.97,-3.190
8.243,36.62,-5.022,36.96,-7.808
8.276,36.13,-7.795,36.96,-12.17
8.310,35.49,-10.30,36.95,-16.18
8.343,34.79,-12.48,36.96,-19.74
8.377,34.10,-14.27,36.96,-22.71
8.410,33.48,-15.66,36.96,-25.06
8.443,33.03,-16.59,36.96,-26.66
8.477,32.78,-17.07,36.96,-27.51
8.510,32.76,-17.14,36.98,-27.62
8.543,32.97,-16.75,36.98,-26.94
8.577,33.37,-15.92,36.97,-25.50
8.610,33.94,-14.66,36.97,-23.36
8.644,34.61,-13.01,36.98,-20.60
8.677,35.31,-10.97,36.97,-17.26
8.710,35.95,-8.617,36.97,-13.48
8.744,36.48,-5.983,36.96,-9.315
8.777,36.83,-3.184,36.97,-4.940
8.810,36.98,-0.268,36.98,-0.415
8.844,36.87,2.608,36.96,4.046
8.877,36.57,5.390,36.96,8.384
8.911,36.08,7.986,36.95,12.48
8.944,35.49,10.30,36.95,16.19
8.977,34.84,12.28,36.94,19.42
9.011,34.23,13.89,36.94,22.09
9.044,33.71,15.09,36.93,24.12
9.077,33.34,15.88,36.93,25.47
9.111,33.17,16.23,36.93,26.07
9.144,33.21,16.15,36.93,25.94
9.177,33.44,15.66,36.93,25.09
9.211,33.86,14.73,36.93,23.51
9.244,34.44,13.39,36.95,21.25
9.278,35.07,11.64,36.95,18.36
9.311,35.70,9.507,36.95,14.91
9.344,36.28,7.058,36.96,11.01
9.378,36.71,4.360,36.96,6.774
9.411,36.94,1.489,36.97,2.309
9.444,36.93,-1.423,36.96,-2.206
9.478,36.70,-4.334,36.96,-6.734
9.511,36.28,-7.077,36.96,-11.04
9.545,35.71,-9.585,36.97,-15.03
9.578,35.05,-11.78,36.98,-18.58
9.611,34.39,-13.61,36.98,-21.59
9.645,33.78,-15.05,36.98,-24.01
9.678,33.32,-16.05,36.99,-25.72
9.711,33.05,-16.62,36.99,-26.70
9.745,32.99,-16.75,37.01,-26.92
9.778,33.15,-16.45,37.00,-26.39
9.812,33.49,-15.72,37.00,-25.15
9.845,34.00,-14.57,36.99,-23.20
9.878,34.64,-13.01,37.00,-20.59
9.912,35.30,-11.09,37.00,-17.44
9.945,35.93,-8.842,37.00,-13.83
9.978,36.45,-6.323,37.00,-9.841
10.012,36.82,-3.604,37.00,-5.591
10.045,37.00,-0.776,37.01,-1.201
10.079,36.93,2.028,36.99,3.143
10.112,36.67,4.775,36.98,7.419
10.145,36.24,7.327,36.97,11.43
10.179,35.68,9.629,36.96,15.10
10.212,35.09,11.63,36.97,18.34
10.245,34.49,13.27,36.95,21.04
10.279,33.97,14.52,36.95,23.15
10.312,33.59,15.36,36.93,24.58
10.346,33.39,15.78,36.93,25.30
10.379,33.38,15.79,36.92,25.32
10.412,33.57,15.38,36.93,24.61
10.446,33.95,14.54,36.94,23.18
10.479,34.47,13.28,36.94,21.08
10.512,35.06,11.63,36.94,18.36
10.546,35.67,9.627,36.95,15.10
10.579,36.23,7.287,36.95,11.37
10.613,36.65,4.697,36.95,7.303
10.646,36.91,1.926,36.96,2.988
10.679,36.93,-0.907,36.94,-1.407
10.713,36.76,-3.762,36.96,-5.842
10.746,36.39,-6.478,36.96,-10.09
10.779,35.87,-8.969,36.97,-14.04
10.813,35.25,-11.16,36.98,-17.57
10.846,34.61,-13.01,36.98,-20.60
10.879,34.02,-14.47,36.97,-23.04
10.913,33.56,-15.52,36.97,-24.82
10.946,33.26,-16.15,36.97,-25.90
10.980,33.16,-16.35,36.97,-26.25
11.013,33.25,-16.12,36.95,-25.87
11.046,33.55,-15.47,36.95,-24.76
11.080,34.03,-14.41,36.95,-22.94
11.113,34.61,-12.94,36.95,-20.50
11.146,35.23,-11.12,36.95,-17.51
11.180,35.84,-8.968,36.95,-14.05
11.213,36.36,-6.544,36.94,-10.20
11.247,36.73,-3.916,36.94,-6.086
11.280,36.91,-1.159,36.93,-1.798
11.313,36.90,1.578,36.93,2.448
11.347,36.68,4.254,36.92,6.616
11.380,36.29,6.776,36.92,10.58
11.413,35.79,9.072,36.92,14.22
11.447,35.22,11.05,36.91,17.42
11.480,34.66,12.71,36.91,20.14
11.514,34.15,13.98,36.91,22.26
11.547,33.77,14.86,36.89,23.76
11.580,33.55,15.34,36.89,24.57
11.614,33.52,15.41,36.89,24.68
11.647,33.68,15.05,36.89,24.08
11.680,34.01,14.29,36.90,22.79
11.714,34.49,13.13,36.90,20.84
11.747,35.04,11.56,36.90,18.26
11.781,35.64,9.648,36.92,15.15
11.814,36.18,7.410,36.93,11.57
11.847,36.62,4.903,36.95,7.626
11.881,36.88,2.221,36.95,3.445
11.914,36.94,-0.534,36.94,-0.828
11.947,36.79,-3.316,36.94,-5.151
11.981,36.45,-5.977,36.94,-9.313
12.014,35.98,-8.435,36.96,-13.19
12.048,35.41,-10.62,36.97,-16.69
12.081,34.78,-12.48,36.95,-19.74
12.114,34.20,-13.96,36.94,-22.21
12.148,33.74,-15.05,36.95,-24.04
12.181,33.46,-15.72,36.97,-25.16
12.214,33.36,-15.98,36.99,-25.59
12.248,33.42,-15.81,36.97,-25.32
12.281,33.66,-15.23,36.95,-24.34
12.315,34.10,-14.23,36.95,-22.65
12.348,34.68,-12.85,36.98,-20.33
12.381,35.28,-11.11,36.99,-17.47
12.415,35.84,-9.049,36.96,-14.17
12.448,36.33,-6.720,36.95,-10.48
12.481,36.72,-4.189,36.96,-6.508
12.515,36.94,-1.527,36.97,-2.367
12.548,36.96,1.139,36.97,1.765
12.582,36.75,3.755,36.94,5.835
12.615,36.40,6.254,36.93,9.749
12.648,35.94,8.517,36.94,13.33
12.682,35.42,10.50,36.94,16.52
12.715,34.88,12.17,36.94,19.23
12.748,34.38,13.47,36.93,21.39
12.782,33.99,14.38,36.91,22.93
12.815,33.78,14.90,36.92,23.80
12.848,33.73,15.02,36.92,24.00
12.882,33.85,14.73,36.92,23.52
12.915,34.14,14.04,36.92,22.35
12.949,34.59,12.94,36.93,20.52
12.982,35.11,11.46,36.94,18.08
13.015,35.67,9.634,36.95,15.12
13.049,36.18,7.484,36.95,11.69
13.082,36.59,5.073,36.94,7.892
13.115,36.86,2.463,36.94,3.823
13.149,36.96,-0.186,36.96,-0.289
13.182,36.84,-2.915,36.96,-4.525
13.216,36.53,-5.518,36.95,-8.589
13.249,36.08,-7.947,36.95,-12.42
13.282,35.52,-10.12,36.94,-15.90
13.316,34.95,-11.97,36.94,-18.91
13.349,34.41,-13.47,36.95,-21.38
13.382,33.97,-14.57,36.96,-23.22
13.416,33.65,-15.28,36.96,-24.42
13.449,33.52,-15.57,36.96,-24.91
13.483,33.59,-15.45,36.97,-24.70
13.516,33.84,-14.92,36.98,-23.80
13.549,34.23,-14.00,36.98,-22.25
13.583,34.72,-12.69,36.97,-20.07
13.616,35.28,-11.02,36.96,-17.35
13.649,35.86,-9.052,36.98,-14.17
13.683,36.35,-6.805,36.98,-10.60
13.716,36.71,-4.373,36.97,-6.793
13.750,36.91,-1.778,36.96,-2.757
13.783,36.94,0.813,36.95,1.260
13.816,36.79,3.383,36.95,5.254
13.850,36.48,5.817,36.94,9.061
13.883,36.04,8.047,36.93,12.59
13.916,35.54,10.02,36.92,15.75
13.950,35.02,11.67,36.92,18.43
13.983,34.55,12.99,36.91,20.60
14.017,34.18,13.91,36.91,22.15
14.050,33.95,14.46,36.90,23.08
14.083,33.88,14.62,36.90,23.33
14.117,34.00,14.37,36.91,22.92
14.150,34.27,13.73,36.92,21.83
14.183,34.67,12.71,36.92,20.13
14.217,35.16,11.29,36.92,17.80
14.250,35.68,9.525,36.93,14.95
14.284,36.18,7.468,36.95,11.66
14.317,36.59,5.141,36.95,7.997
14.350,36.86,2.618,36.96,4.062
14.384,36.96,5.222E-2,36.96,8.095E-2
14.417,36.86,-2.621,36.96,-4.067
14.450,36.59,-5.164,36.96,-8.033
14.484,36.17,-7.553,36.95,-11.80
14.517,35.66,-9.686,36.95,-15.20
14.550,35.11,-11.53,36.96,-18.18
14.584,34.59,-13.01,36.96,-20.62
14.617,34.16,-14.12,36.96,-22.46
14.651,33.86,-14.83,36.97,-23.64
14.684,33.73,-15.13,36.97,-24.16
14.717,33.76,-15.07,36.97,-24.05
14.751,33.97,-14.57,36.97,-23.22
14.784,34.32,-13.70,36.96,-21.76
14.817,34.78,-12.45,36.94,-19.69
14.851,35.32,-10.86,36.95,-17.09
14.884,35.85,-8.953,36.95,-14.02
14.918,36.32,-6.780,36.95,-10.57
14.951,36.67,-4.406,36.94,-6.851
14.984,36.89,-1.921,36.94,-2.981
15.018,36.94,0.637,36.94,0.988
15.051,36.81,3.126,36.94,4.854
15.084,36.52,5.517,36.93,8.591
15.118,36.12,7.714,36.93,12.06
15.151,35.65,9.657,36.93,15.16
15.185,35.16,11.29,36.93,17.80
15.218,34.72,12.59,36.93,19.93
15.251,34.35,13.52,36.92,21.49
15.285,34.13,14.08,36.92,22.42
15.318,34.06,14.26,36.93,22.72
15.351,34.15,14.05,36.93,22.36
15.385,34.39,13.44,36.92,21.35
15.418,34.76,12.46,36.93,19.71
15.452,35.23,11.10,36.94,17.49
15.485,35.73,9.413,36.95,14.76
15.518,36.19,7.412,36.94,11.57
15.552,36.59,5.150,36.95,8.013
15.585,36.86,2.696,36.96,4.183
15.618,36.96,0.192,36.96,0.298
15.652,36.88,-2.400,36.96,-3.724
15.685,36.63,-4.885,36.96,-7.595
15.719,36.25,-7.218,36.96,-11.26
15.752,35.76,-9.322,36.96,-14.61
15.785,35.25,-11.12,36.96,-17.52
15.819,34.75,-12.60,36.97,-19.93
15.852,34.34,-13.70,36.97,-21.75
15.885,34.05,-14.42,36.98,-22.96
15.919,33.93,-14.74,36.99,-23.49
15.952,33.96,-14.68,37.00,-23.38
15.986,34.14,-14.23,36.99,-22.63
16.019,34.47,-13.40,36.98,-21.25
16.052,34.91,-12.21,36.98,-19.27
16.086,35.41,-10.66,36.98,-16.75
16.119,35.92,-8.811,36.99,-13.78
16.152,36.37,-6.710,36.98,-10.45
16.186,36.71,-4.415,36.97,-6.858
16.219,36.92,-1.995,36.98,-3.092
16.253,36.98,0.504,36.98,0.781
16.286,36.87,2.914,36.98,4.519
16.319,36.60,5.251,36.97,8.165
16.353,36.21,7.407,36.96,11.56
16.386,35.76,9.305,36.95,14.59
16.419,35.30,10.91,36.95,17.18
16.453,34.87,12.20,36.95,19.29
16.486,34.53,13.15,36.95,20.84
16.519,34.30,13.72,36.94,21.79
16.553,34.23,13.89,36.94,22.09
16.586,34.32,13.68,36.95,21.74
16.620,34.55,13.11,36.95,20.78
16.653,34.90,12.16,36.95,19.21
16.686,35.32,10.85,36.95,17.08
16.720,35.79,9.214,36.95,14.44
16.753,36.24,7.278,36.96,11.36
16.786,36.61,5.090,36.97,7.914
16.820,36.86,2.705,36.96,4.197
16.853,36.96,0.264,36.96,0.410
16.887,36.90,-2.252,36.97,-3.493
16.920,36.66,-4.678,36.96,-7.272
16.953,36.29,-6.954,36.95,-10.85
16.987,35.84,-9.006,36.95,-14.11
17.020,35.35,-10.78,36.95,-16.97
17.053,34.89,-12.22,36.97,-19.30
17.087,34.50,-13.31,36.98,-21.10
17.120,34.20,-14.01,36.96,-22.28
17.154,34.06,-14.34,36.95,-22.83
17.187,34.08,-14.28,36.95,-22.74
17.220,34.26,-13.86,36.96,-22.02
17.254,34.58,-13.06,36.96,-20.69
17.287,35.00,-11.89,36.96,-18.76
17.320,35.46,-10.39,36.95,-16.33
17.354,35.94,-8.601,36.95,-13.46
17.387,36.37,-6.551,36.96,-10.21
17.421,36.71,-4.316,36.97,-6.705
17.454,36.92,-1.966,36.97,-3.048
17.487,36.95,0.471,36.96,0.731
17.521,36.83,2.829,36.94,4.392
17.554,36.58,5.098,36.94,7.933
17.587,36.23,7.187,36.94,11.22
17.621,35.83,9.047,36.95,14.17
17.654,35.38,10.63,36.95,16.72
17.688,34.96,11.89,36.92,18.78
17.721,34.61,12.80,36.90,20.30
17.754,34.41,13.36,36.91,21.22
17.788,34.36,13.53,36.93,21.50
17.821,34.44,13.34,36.94,21.17
17.854,34.64,12.79,36.92,20.27
17.888,34.96,11.87,36.92,18.75
17.921,35.39,10.60,36.94,16.68
17.955,35.84,8.991,36.95,14.08
17.988,36.26,7.112,36.95,11.10
18.021,36.60,4.981,36.94,7.750
18.055,36.84,2.669,36.93,4.144
18.088,36.94,0.283,36.94,0.440
18.121,36.89,-2.161,36.95,-3.352
18.155,36.67,-4.530,36.95,-7.042
18.188,36.32,-6.748,36.94,-10.52
18.221,35.89,-8.755,36.94,-13.71
18.255,35.43,-10.48,36.95,-16.48
18.288,34.99,-11.90,36.96,-18.78
18.322,34.61,-12.96,36.96,-20.52
18.355,34.33,-13.65,36.94,-21.68
18.388,34.19,-13.97,36.94,-22.23
18.422,34.22,-13.93,36.95,-22.16
18.455,34.40,-13.51,36.96,-21.44
18.488,34.70,-12.72,36.96,-20.13
18.522,35.09,-11.58,36.95,-18.26
18.555,35.52,-10.13,36.94,-15.91
18.589,35.98,-8.377,36.94,-13.11
18.622,36.40,-6.385,36.96,-9.948
18.655,36.73,-4.205,36.97,-6.531
18.689,36.90,-1.912,36.95,-2.966
18.722,36.93,0.462,36.94,0.716
18.755,36.84,2.743,36.94,4.258
18.789,36.61,4.954,36.95,7.706
18.822,36.27,6.984,36.94,10.90
18.856,35.86,8.803,36.93,13.79
18.889,35.45,10.35,36.93,16.27
18.922,35.08,11.58,36.94,18.26
18.956,34.78,12.47,36.95,19.72
18.989,34.57,13.01,36.94,20.62
19.022,34.49,13.19,36.93,20.92
19.056,34.57,12.99,36.93,20.59
19.089,34.79,12.44,36.94,19.68
19.123,35.10,11.54,36.95,18.19
19.156,35.48,10.29,36.94,16.17
19.189,35.89,8.728,36.93,13.67
19.223,36.31,6.882,36.95,10.73
19.256,36.67,4.804,36.98,7.464
19.289,36.88,2.548,36.97,3.952
19.323,36.94,0.238,36.94,0.369
19.356,36.89,-2.125,36.95,-3.297
19.390,36.70,-4.438,36.97,-6.895
19.423,36.39,-6.594,36.98,-10.27
19.456,35.98,-8.542,36.98,-13.36
19.490,35.53,-10.22,36.97,-16.05
19.523,35.11,-11.60,36.98,-18.28
19.556,34.77,-12.63,36.99,-19.97
19.590,34.52,-13.32,37.00,-21.09
19.623,34.40,-13.64,37.01,-21.63
19.657,34.42,-13.58,37.01,-21.53
19.690,34.59,-13.17,37.02,-20.85
19.723,34.87,-12.40,37.01,-19.57
19.757,35.23,-11.29,36.99,-17.78
19.790,35.64,-9.868,36.98,-15.48
19.823,36.08,-8.174,36.99,-12.76
19.857,36.48,-6.239,37.01,-9.707
19.890,36.77,-4.123,37.00,-6.397
19.923,36.92,-1.893,36.97,-2.934
19.957,36.95,0.423,36.95,0.656
19.990,36.88,2.638,36.97,4.091
20.024,36.68,4.775,36.99,7.417
20.057,36.35,6.764,36.97,10.54
20.090,35.94,8.535,36.94,13.36
20.124,35.54,10.03,36.93,15.77
20.157,35.20,11.23,36.95,17.70
20.190,34.93,12.10,36.97,19.11
20.224,34.73,12.63,36.95,19.98
20.257,34.63,12.81,36.93,20.30
20.291,34.71,12.62,36.94,19.98
20.324,34.94,12.08,36.97,19.07
20.357,35.26,11.18,36.99,17.59
20.391,35.60,9.954,36.97,15.62
20.424,35.98,8.413,36.95,13.16
20.457,36.37,6.615,36.96,10.31
20.491,36.70,4.578,36.98,7.111
20.524,36.93,2.390,37.00,3.703
20.558,36.99,0.145,36.99,0.225
20.591,36.92,-2.159,36.98,-3.347
20.624,36.73,-4.396,36.99,-6.826
20.658,36.43,-6.476,37.00,-10.08
20.691,36.04,-8.368,37.00,-13.07
20.724,35.62,-9.995,36.99,-15.67
20.758,35.21,-11.33,36.98,-17.83
20.791,34.87,-12.34,36.99,-19.48
20.825,34.65,-13.00,37.01,-20.56
20.858,34.53,-13.29,37.00,-21.05
20.891,34.55,-13.23,36.99,-20.95
20.925,34.70,-12.82,36.99,-20.28
20.958,34.97,-12.06,36.99,-19.03
20.991,35.32,-10.97,36.98,-17.25
21.025,35.72,-9.578,36.98,-15.01
21.058,36.12,-7.911,36.97,-12.36
21.092,36.47,-6.009,36.96,-9.356
21.125,36.75,-3.944,36.96,-6.125
21.158,36.93,-1.772,36.97,-2.748
21.192,36.98,0.465,36.98,0.720
21.225,36.88,2.616,36.97,4.058
21.258,36.66,4.711,36.96,7.323
21.292,36.35,6.641,36.95,10.35
21.325,36.00,8.356,36.95,13.07
21.359,35.64,9.807,36.96,15.39
21.392,35.29,10.97,36.96,17.27
21.425,35.01,11.81,36.95,18.64
21.459,34.83,12.31,36.95,19.47
21.492,34.79,12.45,36.95,19.69
21.525,34.87,12.26,36.96,19.38
21.559,35.06,11.72,36.97,18.48
21.592,35.34,10.83,36.96,17.03
21.626,35.70,9.615,36.97,15.07
21.659,36.08,8.105,36.98,12.66
21.692,36.44,6.342,36.99,9.874
21.726,36.72,4.361,36.98,6.773
21.759,36.91,2.226,36.97,3.451
21.792,36.97,2.278E-2,36.97,3.529E-2
21.826,36.92,-2.218,36.99,-3.438
21.859,36.73,-4.381,36.99,-6.802
21.892,36.42,-6.410,36.98,-9.982
21.926,36.04,-8.236,36.97,-12.87
21.959,35.66,-9.814,36.98,-15.39
21.993,35.29,-11.10,36.99,-17.46
22.026,34.98,-12.07,37.00,-19.03
