t,x,y,r,θr
5.740,36.39,-3.139,36.53,-4.930
5.773,36.22,-4.514,36.50,-7.103
5.807,36.03,-5.755,36.49,-9.074
5.840,35.84,-6.825,36.48,-10.78
5.874,35.66,-7.687,36.48,-12.17
5.907,35.51,-8.322,36.47,-13.19
5.940,35.40,-8.726,36.46,-13.85
5.974,35.35,-8.875,36.44,-14.09
6.007,35.36,-8.785,36.43,-13.95
6.040,35.43,-8.450,36.43,-13.41
6.074,35.57,-7.876,36.43,-12.49
6.107,35.73,-7.083,36.43,-11.21
6.141,35.92,-6.108,36.44,-9.650
6.174,36.10,-4.958,36.44,-7.820
6.207,36.27,-3.664,36.45,-5.769
6.241,36.39,-2.269,36.46,-3.567
6.274,36.48,-0.792,36.48,-1.243
6.307,36.48,0.707,36.49,1.110
6.341,36.44,2.139,36.50,3.360
6.374,36.34,3.526,36.51,5.541
6.408,36.20,4.802,36.52,7.556
6.441,36.04,5.940,36.53,9.358
6.474,35.88,6.901,36.54,10.89
6.508,35.73,7.650,36.54,12.08
6.541,35.62,8.170,36.55,12.92
6.574,35.56,8.451,36.55,13.37
6.608,35.56,8.487,36.56,13.42
6.641,35.61,8.282,36.56,13.09
6.675,35.72,7.820,36.57,12.35
6.708,35.87,7.123,36.57,11.23
6.741,36.03,6.208,36.56,9.775
6.775,36.20,5.102,36.56,8.021
6.808,36.35,3.834,36.56,6.020
6.841,36.48,2.445,36.56,3.834
6.875,36.54,0.973,36.56,1.525
6.908,36.54,-0.501,36.55,-0.786
6.942,36.48,-1.989,36.54,-3.121
6.975,36.37,-3.403,36.53,-5.346
7.008,36.21,-4.713,36.51,-7.417
7.042,36.02,-5.886,36.50,-9.281
7.075,35.84,-6.872,36.49,-10.85
7.108,35.67,-7.658,36.48,-12.12
7.142,35.53,-8.229,36.47,-13.04
7.175,35.44,-8.554,36.45,-13.57
7.208,35.41,-8.648,36.45,-13.72
7.242,35.43,-8.507,36.44,-13.50
7.275,35.52,-8.119,36.44,-12.87
7.309,35.66,-7.511,36.45,-11.89
7.342,35.83,-6.699,36.45,-10.59
7.375,36.00,-5.697,36.45,-8.992
7.409,36.15,-4.545,36.44,-7.165
7.442,36.32,-3.263,36.46,-5.135
7.475,36.44,-1.880,36.49,-2.953
7.509,36.51,-0.446,36.52,-0.700
7.542,36.48,0.969,36.49,1.522
7.576,36.42,2.381,36.50,3.741
7.609,36.33,3.710,36.52,5.832
7.642,36.20,4.924,36.54,7.746
7.676,36.05,5.993,36.54,9.440
7.709,35.88,6.885,36.54,10.86
7.742,35.75,7.567,36.54,11.95
7.776,35.66,8.031,36.55,12.69
7.809,35.62,8.252,36.56,13.04
7.843,35.62,8.243,36.56,13.03
7.876,35.68,7.980,36.56,12.61
7.909,35.80,7.477,36.57,11.80
7.943,35.94,6.745,36.57,10.63
7.976,36.09,5.818,36.55,9.159
8.009,36.24,4.706,36.55,7.399
8.043,36.38,3.442,36.54,5.404
8.076,36.48,2.075,36.54,3.255
8.110,36.54,0.664,36.54,1.042
8.143,36.51,-0.801,36.52,-1.257
8.176,36.44,-2.235,36.51,-3.510
8.210,36.32,-3.595,36.50,-5.652
8.243,36.16,-4.827,36.48,-7.603
8.276,35.98,-5.925,36.46,-9.352
8.310,35.80,-6.845,36.44,-10.83
8.343,35.63,-7.547,36.42,-11.96
8.377,35.52,-8.045,36.42,-12.76
8.410,35.45,-8.309,36.41,-13.19
8.443,35.43,-8.344,36.40,-13.25
8.477,35.47,-8.140,36.39,-12.93
8.510,35.56,-7.720,36.39,-12.25
8.543,35.70,-7.090,36.40,-11.23
8.577,35.85,-6.258,36.40,-9.901
8.610,36.02,-5.245,36.40,-8.285
8.644,36.19,-4.094,36.42,-6.454
8.677,36.33,-2.826,36.44,-4.448
8.710,36.42,-1.473,36.45,-2.316
8.744,36.48,-5.696E-2,36.48,-8.947E-2
8.777,36.46,1.314,36.48,2.064
8.810,36.39,2.665,36.49,4.188
8.844,36.29,3.929,36.50,6.180
8.877,36.15,5.077,36.51,7.994
8.910,36.01,6.077,36.52,9.580
8.944,35.88,6.890,36.53,10.87
8.977,35.76,7.495,36.53,11.84
9.011,35.68,7.884,36.54,12.46
9.044,35.65,8.034,36.54,12.70
9.077,35.66,7.954,36.54,12.57
9.111,35.74,7.639,36.55,12.06
9.144,35.85,7.095,36.55,11.19
9.177,35.99,6.335,36.55,9.981
9.211,36.14,5.384,36.54,8.474
9.244,36.28,4.263,36.53,6.701
9.278,36.40,3.013,36.52,4.732
9.311,36.48,1.660,36.51,2.606
9.344,36.51,0.305,36.51,0.478
9.378,36.47,-1.123,36.49,-1.763
9.411,36.39,-2.493,36.48,-3.919
9.444,36.27,-3.781,36.46,-5.952
9.478,36.10,-4.947,36.44,-7.803
9.511,35.93,-5.972,36.42,-9.437
9.545,35.76,-6.801,36.40,-10.77
9.578,35.62,-7.441,36.38,-11.80
9.611,35.51,-7.871,36.38,-12.50
9.645,35.46,-8.071,36.37,-12.82
9.678,35.45,-8.054,36.36,-12.80
9.711,35.51,-7.797,36.35,-12.39
9.745,35.61,-7.335,36.35,-11.64
9.778,35.74,-6.666,36.36,-10.56
9.812,35.90,-5.813,36.37,-9.197
9.845,36.07,-4.801,36.38,-7.583
9.878,36.22,-3.652,36.40,-5.757
9.912,36.33,-2.391,36.41,-3.766
9.945,36.41,-1.052,36.43,-1.655
9.978,36.45,0.346,36.45,0.544
10.012,36.43,1.643,36.46,2.582
10.045,36.36,2.926,36.48,4.601
10.079,36.25,4.135,36.49,6.507
10.112,36.13,5.225,36.51,8.228
10.145,36.01,6.143,36.53,9.682
10.179,35.89,6.875,36.54,10.84
10.212,35.79,7.409,36.55,11.70
10.245,35.72,7.729,36.55,12.21
10.279,35.72,7.832,36.56,12.37
10.312,35.75,7.702,36.57,12.16
10.346,35.83,7.326,36.57,11.56
10.379,35.94,6.731,36.57,10.61
10.412,36.07,5.934,36.56,9.342
10.446,36.22,4.963,36.56,7.803
10.479,36.35,3.839,36.56,6.027
10.512,36.46,2.587,36.55,4.058
10.546,36.51,1.259,36.53,1.974
10.579,36.52,-7.400E-2,36.52,-0.116
10.612,36.47,-1.442,36.50,-2.264
10.646,36.39,-2.757,36.50,-4.333
10.679,36.26,-3.987,36.48,-6.275
10.713,36.10,-5.078,36.45,-8.007
10.746,35.93,-6.025,36.44,-9.518
10.779,35.78,-6.788,36.42,-10.74
10.813,35.66,-7.346,36.41,-11.64
10.846,35.57,-7.696,36.39,-12.21
10.879,35.53,-7.830,36.39,-12.43
10.913,35.54,-7.743,36.37,-12.29
10.946,35.59,-7.449,36.36,-11.82
10.980,35.69,-6.944,36.36,-11.01
11.013,35.82,-6.247,36.36,-9.893
11.046,35.97,-5.372,36.37,-8.494
11.080,36.12,-4.347,36.38,-6.862
11.113,36.26,-3.197,36.40,-5.037
11.146,36.37,-1.960,36.42,-3.085
11.180,36.45,-0.648,36.45,-1.019
11.213,36.45,0.688,36.46,1.081
11.247,36.41,1.949,36.46,3.065
11.280,36.35,3.190,36.49,5.015
11.313,36.25,4.331,36.51,6.814
11.347,36.13,5.342,36.53,8.410
11.380,36.01,6.185,36.54,9.746
11.413,35.90,6.851,36.55,10.80
11.447,35.82,7.326,36.56,11.56
11.480,35.77,7.582,36.56,11.97
11.514,35.76,7.605,36.56,12.01
11.547,35.80,7.411,36.55,11.70
11.580,35.88,6.993,36.55,11.03
11.614,35.99,6.366,36.55,10.03
11.647,36.12,5.547,36.54,8.731
11.680,36.25,4.557,36.54,7.165
11.714,36.37,3.432,36.54,5.391
11.747,36.46,2.196,36.53,3.447
11.781,36.50,0.899,36.51,1.411
11.814,36.49,-0.406,36.49,-0.638
11.847,36.43,-1.718,36.48,-2.699
11.881,36.34,-2.984,36.47,-4.693
11.914,36.21,-4.132,36.44,-6.509
11.947,36.05,-5.156,36.42,-8.138
11.981,35.89,-6.020,36.39,-9.522
12.014,35.76,-6.712,36.38,-10.63
12.048,35.65,-7.203,36.37,-11.42
12.081,35.57,-7.499,36.36,-11.90
12.114,35.54,-7.582,36.34,-12.05
12.148,35.55,-7.445,36.32,-11.83
12.181,35.63,-7.104,36.33,-11.28
12.214,35.76,-6.565,36.35,-10.40
12.248,35.89,-5.849,36.37,-9.256
12.281,36.02,-4.957,36.36,-7.836
12.315,36.15,-3.936,36.36,-6.214
12.348,36.29,-2.794,36.39,-4.403
12.381,36.40,-1.559,36.43,-2.453
