t,x,y,r,θr
5.039,30.11,-2.796,30.24,-5.305
5.073,30.22,-1.088,30.24,-2.062
5.106,30.25,0.636,30.26,1.204
5.139,30.19,2.322,30.28,4.397
5.173,30.04,3.909,30.29,7.415
5.206,29.81,5.340,30.29,10.16
5.240,29.56,6.559,30.28,12.51
5.273,29.32,7.535,30.28,14.41
5.306,29.12,8.256,30.27,15.83
5.340,28.99,8.689,30.26,16.69
5.373,28.94,8.827,30.26,16.96
5.406,28.99,8.676,30.26,16.66
5.440,29.12,8.219,30.26,15.76
5.473,29.33,7.487,30.27,14.32
5.506,29.57,6.477,30.27,12.35
5.540,29.81,5.245,30.27,9.978
5.573,30.03,3.811,30.27,7.234
5.607,30.19,2.224,30.27,4.213
5.640,30.26,0.552,30.27,1.045
5.673,30.23,-1.161,30.25,-2.199
5.707,30.09,-2.842,30.23,-5.395
5.740,29.88,-4.414,30.21,-8.402
5.773,29.62,-5.814,30.19,-11.10
5.807,29.36,-7.011,30.19,-13.43
5.840,29.10,-7.959,30.17,-15.30
5.874,28.90,-8.636,30.16,-16.64
5.907,28.78,-8.995,30.15,-17.36
5.940,28.75,-9.068,30.15,-17.50
5.974,28.83,-8.818,30.15,-17.01
6.007,29.00,-8.270,30.15,-15.92
6.040,29.23,-7.443,30.17,-14.28
6.074,29.49,-6.366,30.17,-12.18
6.107,29.76,-5.055,30.19,-9.641
6.141,29.99,-3.579,30.20,-6.805
6.174,30.16,-1.986,30.22,-3.768
6.207,30.23,-0.300,30.23,-0.569
6.241,30.24,1.323,30.27,2.505
6.274,30.13,2.908,30.27,5.512
6.307,29.95,4.383,30.27,8.326
6.341,29.74,5.694,30.28,10.84
6.374,29.51,6.771,30.28,12.92
6.408,29.30,7.612,30.27,14.56
6.441,29.13,8.188,30.26,15.70
6.474,29.03,8.490,30.25,16.30
6.508,29.04,8.505,30.26,16.33
6.541,29.12,8.221,30.26,15.76
6.574,29.28,7.643,30.26,14.63
6.608,29.49,6.807,30.26,13.00
6.641,29.72,5.741,30.27,10.93
6.675,29.95,4.450,30.28,8.449
6.708,30.15,2.993,30.30,5.670
6.741,30.25,1.398,30.28,2.646
6.775,30.26,-0.222,30.26,-0.420
6.808,30.19,-1.883,30.25,-3.569
6.841,30.04,-3.446,30.23,-6.545
6.875,29.81,-4.897,30.21,-9.330
6.908,29.56,-6.171,30.20,-11.79
6.942,29.31,-7.232,30.19,-13.86
6.975,29.09,-8.025,30.18,-15.42
7.008,28.95,-8.542,30.18,-16.44
7.042,28.87,-8.771,30.17,-16.90
7.075,28.89,-8.694,30.17,-16.75
7.108,29.00,-8.317,30.17,-16.00
7.142,29.18,-7.658,30.17,-14.70
7.175,29.41,-6.732,30.17,-12.89
7.208,29.67,-5.579,30.19,-10.65
7.242,29.91,-4.228,30.20,-8.047
7.275,30.10,-2.748,30.23,-5.216
7.309,30.23,-1.169,30.25,-2.214
7.342,30.27,0.445,30.27,0.841
7.375,30.22,2.016,30.29,3.817
7.409,30.08,3.495,30.28,6.628
7.442,29.89,4.844,30.28,9.205
7.475,29.68,6.017,30.29,11.46
7.509,29.47,6.967,30.28,13.30
7.542,29.29,7.652,30.27,14.64
7.576,29.16,8.074,30.26,15.47
7.609,29.12,8.229,30.26,15.78
7.642,29.15,8.096,30.25,15.52
7.676,29.27,7.695,30.27,14.73
7.709,29.45,7.021,30.27,13.41
7.742,29.67,6.093,30.29,11.61
7.776,29.89,4.947,30.29,9.399
7.809,30.08,3.611,30.30,6.846
7.843,30.21,2.139,30.29,4.049
7.876,30.28,0.584,30.28,1.106
7.909,30.25,-1.008,30.27,-1.908
7.943,30.14,-2.576,30.25,-4.884
7.976,29.96,-4.043,30.23,-7.685
8.009,29.74,-5.373,30.22,-10.24
8.043,29.49,-6.511,30.20,-12.45
8.076,29.28,-7.407,30.20,-14.20
8.110,29.10,-8.045,30.19,-15.46
8.143,28.99,-8.409,30.18,-16.18
8.176,28.97,-8.479,30.18,-16.32
8.210,29.03,-8.272,30.19,-15.90
8.243,29.17,-7.774,30.19,-14.92
8.276,29.37,-7.011,30.20,-13.42
8.310,29.61,-6.007,30.22,-11.47
8.343,29.85,-4.802,30.23,-9.139
8.377,30.05,-3.424,30.25,-6.500
8.410,30.20,-1.943,30.27,-3.681
8.443,30.28,-0.358,30.28,-0.678
8.477,30.27,1.163,30.30,2.200
8.510,30.19,2.643,30.31,5.004
8.543,30.03,4.025,30.30,7.633
8.577,29.85,5.236,30.30,9.950
8.610,29.64,6.261,30.30,11.93
8.644,29.46,7.054,30.29,13.47
8.677,29.31,7.601,30.28,14.54
8.710,29.23,7.882,30.27,15.09
8.744,29.22,7.892,30.27,15.11
8.777,29.29,7.633,30.27,14.60
8.810,29.43,7.117,30.28,13.59
8.844,29.62,6.347,30.29,12.10
8.877,29.82,5.354,30.30,10.18
8.911,30.01,4.149,30.29,7.872
8.944,30.17,2.791,30.30,5.285
8.977,30.27,1.316,30.29,2.489
9.011,30.28,-0.188,30.28,-0.355
9.044,30.21,-1.751,30.26,-3.317
9.077,30.06,-3.219,30.24,-6.112
9.111,29.88,-4.564,30.22,-8.685
9.144,29.65,-5.768,30.21,-11.01
9.177,29.44,-6.761,30.21,-12.93
9.211,29.25,-7.518,30.20,-14.41
9.244,29.11,-8.004,30.19,-15.37
9.278,29.05,-8.212,30.19,-15.79
9.311,29.06,-8.141,30.18,-15.65
9.344,29.16,-7.802,30.19,-14.98
9.378,29.32,-7.193,30.19,-13.78
9.411,29.53,-6.331,30.21,-12.10
9.444,29.75,-5.255,30.21,-10.02
9.478,29.96,-4.004,30.23,-7.611
9.511,30.14,-2.619,30.25,-4.967
9.545,30.25,-1.148,30.27,-2.174
9.578,30.28,0.362,30.28,0.685
9.611,30.24,1.828,30.30,3.460
9.645,30.13,3.213,30.30,6.086
9.678,29.97,4.472,30.30,8.487
9.711,29.78,5.559,30.30,10.57
9.745,29.60,6.439,30.29,12.27
9.778,29.45,7.094,30.29,13.55
9.812,29.34,7.500,30.28,14.34
9.845,29.30,7.653,30.28,14.64
9.878,29.33,7.529,30.28,14.40
9.912,29.42,7.153,30.28,13.67
9.945,29.57,6.533,30.28,12.46
9.978,29.75,5.680,30.29,10.81
10.012,29.94,4.603,30.30,8.739
10.045,30.11,3.364,30.29,6.376
10.079,30.23,1.995,30.29,3.775
10.112,30.26,0.539,30.27,1.021
10.145,30.25,-0.947,30.27,-1.794
10.179,30.15,-2.405,30.24,-4.562
10.212,29.99,-3.767,30.22,-7.161
10.245,29.78,-5.009,30.19,-9.549
10.279,29.58,-6.059,30.19,-11.58
10.312,29.38,-6.911,30.18,-13.24
10.346,29.23,-7.504,30.18,-14.40
10.379,29.13,-7.840,30.17,-15.06
10.412,29.10,-7.922,30.16,-15.23
10.446,29.16,-7.719,30.16,-14.83
10.479,29.29,-7.246,30.17,-13.90
10.512,29.46,-6.526,30.17,-12.49
10.546,29.67,-5.594,30.19,-10.68
10.579,29.87,-4.463,30.20,-8.497
10.613,30.06,-3.191,30.23,-6.059
10.646,30.20,-1.806,30.26,-3.421
10.679,30.26,-0.329,30.26,-0.623
10.713,30.27,1.084,30.29,2.051
10.746,30.19,2.457,30.29,4.653
10.779,30.06,3.733,30.29,7.078
10.813,29.90,4.874,30.29,9.258
10.846,29.72,5.825,30.29,11.09
10.879,29.56,6.574,30.28,12.54
10.913,29.44,7.085,30.28,13.53
10.946,29.38,7.336,30.28,14.02
10.980,29.38,7.349,30.29,14.04
11.013,29.44,7.104,30.29,13.57
11.046,29.56,6.614,30.29,12.61
11.080,29.72,5.883,30.30,11.20
11.113,29.90,4.948,30.31,9.396
11.146,30.07,3.825,30.31,7.249
11.180,30.21,2.559,30.31,4.842
11.213,30.29,1.184,30.31,2.238
11.247,30.30,-0.220,30.30,-0.416
11.280,30.24,-1.665,30.28,-3.151
11.313,30.11,-3.022,30.26,-5.730
11.347,29.95,-4.281,30.26,-8.134
11.380,29.76,-5.392,30.24,-10.27
11.413,29.56,-6.310,30.23,-12.05
11.447,29.39,-7.001,30.22,-13.40
11.480,29.28,-7.449,30.21,-14.28
11.514,29.22,-7.643,30.20,-14.66
11.547,29.24,-7.568,30.20,-14.51
11.580,29.32,-7.240,30.20,-13.87
11.614,29.47,-6.658,30.21,-12.73
11.647,29.64,-5.846,30.21,-11.16
11.680,29.84,-4.843,30.23,-9.220
11.714,30.02,-3.670,30.24,-6.969
11.747,30.18,-2.382,30.27,-4.513
11.781,30.27,-0.997,30.28,-1.887
11.814,30.30,0.389,30.31,0.736
11.847,30.26,1.756,30.31,3.322
11.881,30.17,3.048,30.32,5.770
11.914,30.02,4.203,30.31,7.972
11.947,29.85,5.208,30.30,9.897
11.981,29.69,6.030,30.30,11.48
12.014,29.56,6.622,30.29,12.63
12.048,29.46,6.983,30.28,13.33
12.081,29.43,7.107,30.28,13.58
12.114,29.46,6.990,30.28,13.35
12.148,29.55,6.625,30.28,12.64
12.181,29.69,6.022,30.29,11.47
12.214,29.84,5.207,30.29,9.896
12.248,30.02,4.200,30.31,7.965
12.281,30.16,3.035,30.31,5.748
12.315,30.25,1.746,30.30,3.304
12.348,30.30,0.389,30.30,0.735
12.381,30.26,-0.991,30.28,-1.875
12.415,30.17,-2.349,30.26,-4.452
12.448,30.02,-3.610,30.24,-6.858
12.481,29.85,-4.752,30.22,-9.047
12.515,29.67,-5.725,30.22,-10.92
12.548,29.50,-6.501,30.21,-12.43
12.581,29.37,-7.043,30.21,-13.48
12.615,29.30,-7.342,30.20,-14.07
12.648,29.28,-7.390,30.20,-14.17
12.682,29.33,-7.188,30.20,-13.77
12.715,29.44,-6.735,30.20,-12.88
12.748,29.60,-6.048,30.21,-11.55
12.782,29.79,-5.149,30.23,-9.806
12.815,29.97,-4.085,30.24,-7.764
12.848,30.13,-2.883,30.26,-5.466
12.882,30.24,-1.594,30.29,-3.017
12.915,30.30,-0.212,30.30,-0.402
12.949,30.29,1.097,30.31,2.073
12.982,30.23,2.394,30.32,4.528
13.015,30.10,3.575,30.31,6.774
13.049,29.95,4.619,30.31,8.766
13.082,29.81,5.504,30.31,10.46
13.115,29.66,6.172,30.30,11.75
13.149,29.56,6.635,30.29,12.65
13.182,29.50,6.863,30.29,13.09
13.216,29.51,6.858,30.30,13.08
13.249,29.57,6.598,30.30,12.58
13.282,29.68,6.114,30.30,11.64
13.316,29.81,5.427,30.30,10.32
13.349,29.96,4.530,30.30,8.596
13.382,30.10,3.475,30.30,6.585
13.416,30.22,2.282,30.30,4.320
13.449,30.27,1.001,30.29,1.894
13.483,30.27,-0.312,30.27,-0.591
13.516,30.21,-1.655,30.26,-3.137
13.549,30.09,-2.918,30.23,-5.539
13.583,29.92,-4.078,30.20,-7.761
13.616,29.76,-5.088,30.19,-9.704
13.649,29.58,-5.929,30.17,-11.33
13.683,29.44,-6.554,30.16,-12.55
13.716,29.34,-6.942,30.15,-13.31
13.750,29.30,-7.097,30.15,-13.61
13.783,29.31,-7.020,30.14,-13.47
13.816,29.40,-6.676,30.15,-12.79
13.850,29.53,-6.105,30.15,-11.68
13.883,29.69,-5.330,30.17,-10.18
13.916,29.86,-4.372,30.18,-8.330
13.950,30.02,-3.262,30.19,-6.201
13.983,30.15,-2.049,30.22,-3.888
14.017,30.24,-0.771,30.25,-1.460
14.050,30.26,0.526,30.26,0.996
14.083,30.22,1.799,30.27,3.407
14.117,30.13,2.979,30.27,5.647
14.150,30.00,4.049,30.28,7.686
14.183,29.87,4.973,30.28,9.452
14.217,29.73,5.710,30.27,10.87
14.250,29.62,6.247,30.27,11.91
14.284,29.55,6.562,30.27,12.52
14.317,29.53,6.645,30.27,12.68
14.350,29.56,6.502,30.27,12.40
14.384,29.65,6.131,30.27,11.68
14.417,29.76,5.547,30.27,10.56
14.450,29.90,4.762,30.27,9.050
14.484,30.03,3.805,30.27,7.221
14.517,30.15,2.710,30.27,5.136
14.550,30.23,1.506,30.27,2.851
14.584,30.26,0.247,30.27,0.467
14.617,30.24,-1.040,30.26,-1.971
14.651,30.15,-2.299,30.24,-4.361
14.684,30.02,-3.463,30.22,-6.579
14.717,29.86,-4.512,30.20,-8.592
14.751,29.70,-5.399,30.19,-10.30
14.784,29.55,-6.095,30.17,-11.65
14.817,29.44,-6.570,30.16,-12.58
14.851,29.39,-6.814,30.17,-13.05
14.884,29.38,-6.833,30.17,-13.09
14.918,29.44,-6.613,30.17,-12.66
14.951,29.54,-6.158,30.18,-11.77
14.984,29.69,-5.489,30.19,-10.47
15.018,29.85,-4.642,30.20,-8.841
15.051,30.01,-3.636,30.23,-6.909
15.084,30.14,-2.511,30.25,-4.762
15.118,30.23,-1.298,30.26,-2.458
15.151,30.27,-2.102E-2,30.27,-3.979E-2
15.185,30.27,1.194,30.29,2.259
15.218,30.20,2.372,30.29,4.491
15.251,30.08,3.466,30.28,6.572
15.285,29.96,4.422,30.29,8.395
15.318,29.83,5.205,30.28,9.897
15.351,29.73,5.808,30.29,11.05
15.385,29.64,6.200,30.29,11.81
15.418,29.60,6.373,30.28,12.15
15.452,29.61,6.330,30.28,12.07
15.485,29.67,6.062,30.28,11.55
15.518,29.78,5.587,30.30,10.63
15.552,29.90,4.903,30.30,9.312
15.585,30.03,4.052,30.31,7.683
15.618,30.15,3.050,30.31,5.776
15.652,30.24,1.918,30.30,3.629
15.685,30.30,0.711,30.31,1.345
15.719,30.29,-0.504,30.29,-0.953
15.752,30.24,-1.744,30.29,-3.300
15.785,30.13,-2.908,30.27,-5.512
15.819,29.99,-3.960,30.25,-7.522
15.852,29.84,-4.887,30.24,-9.301
15.885,29.70,-5.629,30.23,-10.73
15.919,29.57,-6.177,30.21,-11.80
15.952,29.49,-6.520,30.20,-12.47
15.986,29.47,-6.632,30.21,-12.68
16.019,29.49,-6.524,30.21,-12.47
16.052,29.58,-6.176,30.22,-11.79
16.086,29.69,-5.623,30.21,-10.73
16.119,29.83,-4.877,30.22,-9.286
16.152,29.98,-3.953,30.24,-7.510
16.186,30.12,-2.911,30.26,-5.520
16.219,30.23,-1.775,30.28,-3.360
16.252,30.29,-0.549,30.29,-1.038
16.286,30.31,0.639,30.31,1.208
16.319,30.26,1.810,30.32,3.422
16.353,30.18,2.900,30.32,5.488
16.386,30.06,3.874,30.31,7.342
16.419,29.95,4.704,30.31,8.926
16.453,29.83,5.365,30.31,10.20
16.486,29.74,5.835,30.31,11.10
16.519,29.69,6.098,30.31,11.61
16.553,29.68,6.133,30.30,11.68
16.586,29.72,5.967,30.31,11.35
16.620,29.80,5.589,30.32,10.62
16.653,29.90,5.005,30.32,9.502
16.686,30.02,4.242,30.32,8.042
16.720,30.14,3.323,30.33,6.290
16.753,30.24,2.276,30.32,4.304
16.786,30.31,1.141,30.33,2.156
16.820,30.32,-1.784E-2,30.32,-3.372E-2
16.853,30.27,-1.221,30.30,-2.311
16.887,30.19,-2.381,30.29,-4.508
16.920,30.07,-3.444,30.27,-6.533
16.953,29.93,-4.384,30.25,-8.332
16.987,29.78,-5.183,30.23,-9.872
17.020,29.67,-5.791,30.23,-11.04
17.053,29.58,-6.196,30.22,-11.83
17.087,29.52,-6.387,30.21,-12.21
17.120,29.53,-6.354,30.21,-12.14
17.154,29.58,-6.110,30.21,-11.67
17.187,29.67,-5.663,30.21,-10.81
17.220,29.80,-5.010,30.22,-9.545
17.254,29.94,-4.182,30.23,-7.952
17.287,30.07,-3.222,30.24,-6.116
17.320,30.19,-2.150,30.26,-4.074
17.354,30.26,-1.010,30.28,-1.912
17.387,30.29,0.154,30.29,0.291
17.421,30.27,1.292,30.30,2.444
17.454,30.21,2.381,30.30,4.506
17.487,30.11,3.372,30.30,6.390
17.521,29.99,4.231,30.29,8.030
17.554,29.88,4.936,30.29,9.379
17.587,29.78,5.452,30.27,10.37
17.621,29.72,5.781,30.27,11.01
17.654,29.69,5.913,30.28,11.26
17.688,29.71,5.830,30.27,11.10
17.721,29.76,5.544,30.27,10.55
17.754,29.85,5.063,30.27,9.628
17.788,29.95,4.392,30.27,8.341
17.821,30.08,3.568,30.29,6.766
17.854,30.17,2.603,30.29,4.931
17.888,30.26,1.545,30.30,2.924
17.921,30.28,0.421,30.28,0.796
17.954,30.26,-0.722,30.27,-1.367
17.988,30.20,-1.854,30.26,-3.513
18.021,30.10,-2.917,30.24,-5.535
18.055,29.97,-3.878,30.22,-7.374
18.088,29.84,-4.706,30.21,-8.964
18.121,29.72,-5.364,30.20,-10.23
18.155,29.63,-5.840,30.20,-11.15
18.188,29.56,-6.106,30.19,-11.67
18.221,29.55,-6.154,30.19,-11.76
18.255,29.58,-5.990,30.18,-11.45
18.288,29.66,-5.627,30.19,-10.74
18.322,29.78,-5.073,30.21,-9.669
18.355,29.90,-4.346,30.22,-8.268
18.388,30.04,-3.469,30.24,-6.589
18.422,30.15,-2.483,30.25,-4.708
18.455,30.23,-1.417,30.26,-2.684
18.488,30.27,-0.268,30.28,-0.508
18.522,30.27,0.825,30.28,1.561
18.555,30.23,1.888,30.29,3.575
18.589,30.16,2.879,30.30,5.453
18.622,30.05,3.760,30.29,7.131
18.655,29.95,4.493,30.28,8.532
18.689,29.86,5.063,30.28,9.625
18.722,29.78,5.446,30.28,10.36
18.755,29.75,5.645,30.28,10.75
18.789,29.75,5.638,30.28,10.73
18.822,29.79,5.432,30.28,10.33
18.856,29.86,5.039,30.28,9.580
18.889,29.95,4.462,30.29,8.472
18.922,30.06,3.722,30.29,7.058
18.956,30.16,2.846,30.29,5.390
18.989,30.23,1.857,30.29,3.516
19.022,30.29,0.789,30.30,1.493
19.056,30.29,-0.291,30.30,-0.549
19.089,30.25,-1.409,30.28,-2.667
19.123,30.17,-2.463,30.27,-4.666
19.156,30.07,-3.419,30.26,-6.487
19.189,29.95,-4.263,30.25,-8.102
19.223,29.83,-4.956,30.24,-9.432
19.256,29.73,-5.469,30.23,-10.42
19.289,29.67,-5.796,30.23,-11.05
19.323,29.64,-5.919,30.22,-11.30
19.356,29.65,-5.842,30.22,-11.15
19.390,29.70,-5.567,30.22,-10.62
19.423,29.78,-5.107,30.22,-9.730
19.456,29.90,-4.458,30.23,-8.481
19.490,30.03,-3.662,30.25,-6.954
19.523,30.14,-2.749,30.26,-5.212
19.556,30.23,-1.746,30.28,-3.305
19.590,30.29,-0.664,30.29,-1.257
19.623,30.30,0.395,30.30,0.748
19.656,30.27,1.441,30.30,2.725
19.690,30.21,2.434,30.31,4.607
19.723,30.13,3.319,30.31,6.287
19.757,30.03,4.082,30.31,7.741
19.790,29.93,4.695,30.30,8.915
19.823,29.85,5.137,30.29,9.766
19.857,29.80,5.400,30.29,10.27
19.890,29.79,5.466,30.29,10.40
19.923,29.81,5.338,30.29,10.15
19.957,29.87,5.023,30.28,9.546
19.990,29.95,4.526,30.29,8.594
20.024,30.04,3.875,30.29,7.350
20.057,30.14,3.074,30.29,5.824
20.090,30.22,2.162,30.29,4.092
20.124,30.26,1.159,30.29,2.194
20.157,30.27,0.123,30.27,0.232
20.190,30.25,-0.945,30.27,-1.788
20.224,30.19,-1.984,30.26,-3.759
20.257,30.09,-2.940,30.24,-5.580
20.291,29.98,-3.809,30.22,-7.240
20.324,29.86,-4.536,30.21,-8.637
20.357,29.76,-5.096,30.19,-9.717
20.391,29.68,-5.488,30.18,-10.48
20.424,29.63,-5.686,30.17,-10.86
20.457,29.63,-5.682,30.17,-10.86
20.491,29.67,-5.489,30.18,-10.48
20.524,29.74,-5.105,30.18,-9.740
20.558,29.84,-4.543,30.19,-8.655
20.591,29.96,-3.820,30.21,-7.265
20.624,30.07,-2.980,30.22,-5.659
20.658,30.17,-2.041,30.24,-3.871
20.691,30.24,-1.033,30.26,-1.956
20.724,30.27,3.732E-2,30.27,7.062E-2
20.758,30.27,1.029,30.29,1.948
20.791,30.23,2.002,30.29,3.789
20.825,30.14,2.885,30.28,5.467
20.858,30.06,3.668,30.28,6.958
20.891,29.97,4.322,30.28,8.204
20.925,29.90,4.794,30.28,9.111
20.958,29.85,5.112,30.28,9.719
20.991,29.82,5.244,30.28,9.973
21.025,29.83,5.179,30.27,9.850
21.058,29.88,4.943,30.28,9.395
21.092,29.94,4.520,30.28,8.584
21.125,30.03,3.938,30.29,7.471
21.158,30.12,3.216,30.29,6.094
21.192,30.20,2.372,30.29,4.490
21.225,30.27,1.437,30.30,2.719
21.258,30.29,0.426,30.29,0.807
21.292,30.28,-0.572,30.28,-1.083
21.325,30.22,-1.586,30.27,-3.004
21.359,30.14,-2.541,30.25,-4.818
21.392,30.04,-3.406,30.23,-6.469
21.425,29.93,-4.155,30.21,-7.905
21.459,29.82,-4.759,30.20,-9.066
21.492,29.74,-5.189,30.19,-9.896
21.525,29.69,-5.450,30.18,-10.40
21.559,29.67,-5.514,30.18,-10.53
21.592,29.70,-5.385,30.19,-10.28
21.625,29.75,-5.080,30.19,-9.688
21.659,29.83,-4.603,30.19,-8.772
21.692,29.95,-3.955,30.21,-7.523
21.726,30.06,-3.183,30.22,-6.046
21.759,30.16,-2.309,30.24,-4.378
21.792,30.22,-1.359,30.25,-2.574
21.826,30.25,-0.339,30.26,-0.642
21.859,30.27,0.630,30.28,1.192
21.892,30.24,1.578,30.28,2.987
21.926,30.19,2.472,30.29,4.681
21.959,30.11,3.265,30.28,6.190
21.993,30.02,3.928,30.28,7.454
22.026,29.95,4.454,30.28,8.458
22.059,29.90,4.820,30.28,9.158
22.093,29.87,5.008,30.29,9.517
22.126,29.86,5.006,30.28,9.516
22.159,29.90,4.831,30.28,9.180
22.193,29.95,4.480,30.29,8.505
22.226,30.03,3.977,30.29,7.543
22.260,30.11,3.325,30.30,6.300
22.293,30.17,2.545,30.28,4.821
22.326,30.22,1.683,30.27,3.187
22.360,30.27,0.735,30.27,1.391
22.393,30.27,-0.218,30.27,-0.412
22.426,30.23,-1.214,30.26,-2.300
22.460,30.16,-2.152,30.24,-4.080
22.493,30.07,-3.019,30.22,-5.733
22.527,29.98,-3.774,30.22,-7.175
22.560,29.89,-4.399,30.21,-8.371
22.593,29.81,-4.871,30.20,-9.282
22.627,29.73,-5.175,30.18,-9.873
22.660,29.71,-5.297,30.18,-10.11
22.693,29.73,-5.229,30.19,-9.975
22.727,29.79,-4.989,30.20,-9.508
22.760,29.86,-4.580,30.20,-8.722
22.794,29.94,-4.010,30.20,-7.629
22.827,30.03,-3.311,30.21,-6.293
22.860,30.13,-2.504,30.23,-4.751
