t,x,y,r,θr
1.601667E0,3.014379E1,3.652036E0,3.036421E1,6.907937E0
1.635000E0,3.018707E1,3.223235E0,3.035867E1,6.094686E0
1.668333E0,3.024700E1,2.677461E0,3.036528E1,5.058630E0
1.701667E0,3.029185E1,2.035402E0,3.036015E1,3.844100E0
1.735000E0,3.032437E1,1.318883E0,3.035304E1,2.490368E0
1.768333E0,3.033756E1,5.589066E-1,3.034271E1,1.055436E0
1.801667E0,3.033281E1,-2.224813E-1,3.033362E1,-4.202384E-1
1.835000E0,3.031066E1,-1.008142E0,3.032742E1,-1.904973E0
1.868333E0,3.026628E1,-1.753646E0,3.031704E1,-3.316043E0
1.901667E0,3.020467E1,-2.438397E0,3.030294E1,-4.615429E0
1.935000E0,3.014012E1,-3.036002E0,3.029264E1,-5.751980E0
1.968333E0,3.008042E1,-3.526114E0,3.028638E1,-6.685865E0
2.001667E0,3.002634E1,-3.897600E0,3.027825E1,-7.395982E0
2.035000E0,2.999121E1,-4.118028E0,3.027261E1,-7.818270E0
2.068333E0,2.997833E1,-4.207656E0,3.027217E1,-7.989649E0
2.101667E0,2.998463E1,-4.153048E0,3.027087E1,-7.885633E0
2.135000E0,3.000458E1,-3.952918E0,3.026384E1,-7.505143E0
2.170000E0,3.005390E1,-3.604352E0,3.026927E1,-6.838796E0
2.203333E0,3.010852E1,-3.133179E0,3.027111E1,-5.940979E0
2.236667E0,3.016708E1,-2.556479E0,3.027521E1,-4.843898E0
2.270000E0,3.022274E1,-1.895906E0,3.028215E1,-3.589525E0
2.303333E0,3.026521E1,-1.170750E0,3.028785E1,-2.215270E0
2.336667E0,3.028580E1,-4.033865E-1,3.028849E1,-7.630961E-1
2.370000E0,3.029923E1,3.478347E-1,3.030123E1,6.577258E-1
2.403333E0,3.030253E1,1.093978E0,3.032227E1,2.067587E0
2.436667E0,3.027744E1,1.794829E0,3.033059E1,3.392492E0
2.470000E0,3.022512E1,2.424777E0,3.032222E1,4.586669E0
2.503333E0,3.017765E1,2.956216E0,3.032210E1,5.594868E0
2.536667E0,3.014340E1,3.378891E0,3.033218E1,6.395809E0
2.570000E0,3.011524E1,3.672129E0,3.033830E1,6.952092E0
2.603333E0,3.009805E1,3.839593E0,3.034197E1,7.269925E0
2.636667E0,3.007908E1,3.861287E0,3.032590E1,7.315120E0
2.670000E0,3.009635E1,3.758728E0,3.033016E1,7.118800E0
2.703333E0,3.012551E1,3.510585E0,3.032937E1,6.646809E0
2.736667E0,3.017989E1,3.138100E0,3.034260E1,5.936273E0
2.770000E0,3.022727E1,2.649527E0,3.034316E1,5.009376E0
2.803333E0,3.026554E1,2.065382E0,3.033593E1,3.903927E0
2.836667E0,3.029598E1,1.402373E0,3.032842E1,2.650276E0
2.870000E0,3.031090E1,6.795270E-1,3.031852E1,1.284274E0
2.903333E0,3.031859E1,-5.533249E-2,3.031864E1,-1.045667E-1
2.936667E0,3.031477E1,-8.117137E-1,3.032563E1,-1.533796E0
2.970000E0,3.028612E1,-1.537581E0,3.032513E1,-2.906325E0
3.003333E0,3.021460E1,-2.209701E0,3.029529E1,-4.182797E0
3.036667E0,3.013990E1,-2.793264E0,3.026906E1,-5.294856E0
3.070000E0,3.009587E1,-3.288940E0,3.027505E1,-6.236654E0
3.103333E0,3.005704E1,-3.678835E0,3.028133E1,-6.978017E0
3.136667E0,3.002234E1,-3.924100E0,3.027771E1,-7.446687E0
3.170000E0,2.999509E1,-4.034878E0,3.026526E1,-7.661320E0
3.203333E0,2.999550E1,-4.015607E0,3.026310E1,-7.625059E0
3.236667E0,3.003476E1,-3.844116E0,3.027976E1,-7.293570E0
3.270000E0,3.006237E1,-3.546590E0,3.027085E1,-6.728335E0
3.303333E0,3.008558E1,-3.118377E0,3.024676E1,-5.917590E0
3.336667E0,3.014847E1,-2.588207E0,3.025937E1,-4.906737E0
3.370000E0,3.023325E1,-1.990213E0,3.029868E1,-3.766269E0
3.403333E0,3.030025E1,-1.311577E0,3.032862E1,-2.478560E0
3.436667E0,3.030293E1,-5.878951E-1,3.030863E1,-1.111433E0
3.470000E0,3.030810E1,1.441570E-1,3.030844E1,2.725187E-1
3.503333E0,3.032319E1,8.569321E-1,3.033529E1,1.618746E0
3.536667E0,3.032273E1,1.537519E0,3.036168E1,2.902706E0
3.570000E0,3.027044E1,2.160810E0,3.034747E1,4.083047E0
3.603333E0,3.020072E1,2.691334E0,3.032040E1,5.092456E0
3.638333E0,3.016488E1,3.118699E0,3.032567E1,5.902746E0
3.671667E0,3.016176E1,3.436096E0,3.035685E1,6.499245E0
3.705000E0,3.014379E1,3.620845E0,3.036048E1,6.849501E0
3.738333E0,3.009989E1,3.673555E0,3.032323E1,6.958278E0
3.771667E0,3.008060E1,3.594995E0,3.029467E1,6.815211E0
3.805000E0,3.013847E1,3.388520E0,3.032836E1,6.414924E0
3.838333E0,3.020445E1,3.047382E0,3.035779E1,5.761180E0
3.871667E0,3.023552E1,2.608515E0,3.034783E1,4.930880E0
3.905000E0,3.024313E1,2.069672E0,3.031387E1,3.914901E0
3.938333E0,3.027210E1,1.456897E0,3.030714E1,2.755332E0
3.971667E0,3.032923E1,7.777840E-1,3.033920E1,1.469011E0
4.005000E0,3.035471E1,6.335255E-2,3.035477E1,1.195804E-1
4.038333E0,3.031746E1,-6.463681E-1,3.032435E1,-1.221361E0
4.071667E0,3.025872E1,-1.348396E0,3.028875E1,-2.551539E0
4.105000E0,3.021970E1,-1.993773E0,3.028540E1,-3.774671E0
4.138333E0,3.019716E1,-2.573670E0,3.030664E1,-4.871482E0
4.171667E0,3.015876E1,-3.064785E0,3.031408E1,-5.802576E0
4.205000E0,3.007838E1,-3.456041E0,3.027628E1,-6.554607E0
4.238333E0,3.002164E1,-3.721386E0,3.025141E1,-7.066157E0
4.271667E0,3.002050E1,-3.863317E0,3.026806E1,-7.333051E0
4.305000E0,3.003609E1,-3.869416E0,3.028430E1,-7.340729E0
4.338333E0,3.005254E1,-3.741450E0,3.028455E1,-7.096635E0
4.371667E0,3.005443E1,-3.483915E0,3.025568E1,-6.612226E0
4.405000E0,3.009663E1,-3.107267E0,3.025660E1,-5.894506E0
4.438333E0,3.015335E1,-2.627204E0,3.026758E1,-4.979498E0
4.471667E0,3.021592E1,-2.048961E0,3.028531E1,-3.879325E0
4.505000E0,3.025913E1,-1.411412E0,3.029203E1,-2.670579E0
4.538333E0,3.027634E1,-7.175153E-1,3.028485E1,-1.357591E0
4.571667E0,3.029101E1,-2.227609E-2,3.029102E1,-4.213545E-2
4.605000E0,3.030420E1,6.734393E-1,3.031169E1,1.273054E0
4.638333E0,3.030046E1,1.334052E0,3.032981E1,2.520960E0
4.671667E0,3.026927E1,1.941130E0,3.033145E1,3.669281E0
4.705000E0,3.022353E1,2.464585E0,3.032385E1,4.661883E0
4.738333E0,3.018744E1,2.901351E0,3.032655E1,5.489902E0
4.771667E0,3.015883E1,3.229517E0,3.033125E1,6.112150E0
4.805000E0,3.014103E1,3.436003E0,3.033625E1,6.503502E0
4.838333E0,3.012218E1,3.517557E0,3.032687E1,6.660623E0
4.871667E0,3.013060E1,3.477851E0,3.033065E1,6.584277E0
4.905000E0,3.015272E1,3.302714E0,3.033306E1,6.250854E0
4.938333E0,3.019054E1,3.009231E0,3.034014E1,5.692135E0
4.971667E0,3.022645E1,2.605394E0,3.033853E1,4.926480E0
5.005000E0,3.025634E1,2.103722E0,3.032938E1,3.977373E0
5.038333E0,3.029222E1,1.524446E0,3.033056E1,2.880961E0
5.073333E0,3.032154E1,8.815313E-1,3.033436E1,1.665278E0
5.106667E0,3.032419E1,2.097310E-1,3.032491E1,3.962682E-1
5.140000E0,3.031474E1,-4.652538E-1,3.031831E1,-8.792746E-1
5.173333E0,3.029154E1,-1.143186E0,3.031311E1,-2.161285E0
5.206667E0,3.025980E1,-1.776746E0,3.031191E1,-3.360343E0
5.240000E0,3.021245E1,-2.349703E0,3.030368E1,-4.447094E0
5.273333E0,3.015928E1,-2.849768E0,3.029362E1,-5.397885E0
5.306667E0,3.010504E1,-3.237041E0,3.027857E1,-6.137144E0
5.340000E0,3.006434E1,-3.525694E0,3.027037E1,-6.688619E0
5.373333E0,3.005001E1,-3.682239E0,3.027478E1,-6.986026E0
5.406667E0,3.003919E1,-3.714308E0,3.026796E1,-7.048772E0
5.440000E0,3.004157E1,-3.613107E0,3.025807E1,-6.858037E0
5.473333E0,3.007433E1,-3.392967E0,3.026512E1,-6.436856E0
5.506667E0,3.011390E1,-3.052521E0,3.026821E1,-5.788065E0
5.540000E0,3.015274E1,-2.613357E0,3.026578E1,-4.953484E0
